round,date,main_1,main_2,main_3,main_4,main_5,main_6,bonus,second_prize_games,sales_amount_krw,price_per_game_krw,sold_lines,main_birthday_count,bonus_birthday_indicator,second_prize_tickets_json,second_prize_birthday_counts_json,x2,z2,share2_index,source_file,source_file_sha256
997,20220108,4,7,14,16,24,44,20,85,102431961000,1000,102431961,5,1,"[[7,14,16,20,24,44],[4,14,16,20,24,44],[4,7,16,20,24,44],[4,7,14,20,24,44],[4,7,14,16,20,44],[4,7,14,16,20,24]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,1.1264877570780862,downloads/official-1-1237/raw/api-0025.json,e3b18b2c5d5322247746d2f7e4845ebfa1f7d6b340d73bfbc105cadfe24ed020
998,20220115,13,17,18,20,42,45,41,53,101681869000,1000,101681869,4,0,"[[17,18,20,41,42,45],[13,18,20,41,42,45],[13,17,20,41,42,45],[13,17,18,41,42,45],[13,17,18,20,41,45],[13,17,18,20,41,42]]","[3,3,3,3,4,4]",3.3333333333333335,-0.80000000000000027,0.70757973577373956,downloads/official-1-1237/raw/api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
999,20220122,1,3,9,14,18,28,34,67,102581351000,1000,102581351,6,0,"[[3,9,14,18,28,34],[1,9,14,18,28,34],[1,3,14,18,28,34],[1,3,9,18,28,34],[1,3,9,14,28,34],[1,3,9,14,18,34]]","[5,5,5,5,5,5]",5,0.86666666666666625,0.88664429853336602,downloads/official-1-1237/raw/api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1000,20220129,2,8,19,22,32,42,39,109,118628811000,1000,118628811,4,0,"[[8,19,22,32,39,42],[2,19,22,32,39,42],[2,8,22,32,39,42],[2,8,19,32,39,42],[2,8,19,22,39,42],[2,8,19,22,32,39]]","[3,3,3,3,4,4]",3.3333333333333335,-0.80000000000000027,1.2473242271643437,downloads/official-1-1237/raw/api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1001,20220205,6,10,12,14,20,42,15,66,103967487000,1000,103967487,5,1,"[[10,12,14,15,20,42],[6,12,14,15,20,42],[6,10,14,15,20,42],[6,10,12,15,20,42],[6,10,12,14,15,42],[6,10,12,14,15,20]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,0.86176614040887611,downloads/official-1-1237/raw/api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1002,20220212,17,25,33,35,38,45,15,85,105795484000,1000,105795484,2,1,"[[15,25,33,35,38,45],[15,17,33,35,38,45],[15,17,25,35,38,45],[15,17,25,33,38,45],[15,17,25,33,35,45],[15,17,25,33,35,38]]","[2,2,3,3,3,3]",2.6666666666666665,-1.4666666666666672,1.0906736813076066,downloads/official-1-1237/raw/api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1003,20220219,1,4,29,39,43,45,31,66,103479378000,1000,103479378,3,1,"[[4,29,31,39,43,45],[1,29,31,39,43,45],[1,4,31,39,43,45],[1,4,29,31,43,45],[1,4,29,31,39,45],[1,4,29,31,39,43]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,0.86583106442715574,downloads/official-1-1237/raw/api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1004,20220226,7,15,30,37,39,44,18,68,106112471000,1000,106112471,3,1,"[[15,18,30,37,39,44],[7,18,30,37,39,44],[7,15,18,37,39,44],[7,15,18,30,39,44],[7,15,18,30,37,44],[7,15,18,30,37,39]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,0.86993243235283813,downloads/official-1-1237/raw/api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1005,20220305,8,13,18,24,27,29,17,84,103755249000,1000,103755249,6,1,"[[13,17,18,24,27,29],[8,17,18,24,27,29],[8,13,17,24,27,29],[8,13,17,18,27,29],[8,13,17,18,24,29],[8,13,17,18,24,27]]","[6,6,6,6,6,6]",6,1.8666666666666663,1.0990368304161653,downloads/official-1-1237/raw/api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1006,20220312,8,11,15,16,17,37,36,65,104542431000,1000,104542431,5,0,"[[11,15,16,17,36,37],[8,15,16,17,36,37],[8,11,16,17,36,37],[8,11,15,17,36,37],[8,11,15,16,36,37],[8,11,15,16,17,36]]","[4,4,4,4,4,5]",4.166666666666667,0.033333333333333215,0.84404149737057488,downloads/official-1-1237/raw/api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1007,20220319,8,11,16,19,21,25,40,70,101530003000,1000,101530003,6,0,"[[11,16,19,21,25,40],[8,16,19,21,25,40],[8,11,19,21,25,40],[8,11,16,21,25,40],[8,11,16,19,25,40],[8,11,16,19,21,40]]","[5,5,5,5,5,5]",5,0.86666666666666625,0.93593713377512655,downloads/official-1-1237/raw/api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1008,20220326,9,11,30,31,41,44,33,97,103727042000,1000,103727042,4,0,"[[11,30,31,33,41,44],[9,30,31,33,41,44],[9,11,31,33,41,44],[9,11,30,33,41,44],[9,11,30,31,33,44],[9,11,30,31,33,41]]","[3,3,3,3,4,4]",3.3333333333333335,-0.80000000000000027,1.2694709832755089,downloads/official-1-1237/raw/api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1009,20220402,15,23,29,34,40,44,20,69,103771363000,1000,103771363,3,1,"[[20,23,29,34,40,44],[15,20,29,34,40,44],[15,20,23,34,40,44],[15,20,23,29,40,44],[15,20,23,29,34,44],[15,20,23,29,34,40]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,0.90264006650852224,downloads/official-1-1237/raw/api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1010,20220409,9,12,15,25,34,36,3,66,103011505000,1000,103011505,4,1,"[[3,12,15,25,34,36],[3,9,15,25,34,36],[3,9,12,25,34,36],[3,9,12,15,34,36],[3,9,12,15,25,36],[3,9,12,15,25,34]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,0.86976362494655335,downloads/official-1-1237/raw/api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1011,20220416,1,9,12,26,35,38,42,76,101799373000,1000,101799373,4,0,"[[9,12,26,35,38,42],[1,12,26,35,38,42],[1,9,26,35,38,42],[1,9,12,35,38,42],[1,9,12,26,38,42],[1,9,12,26,35,42]]","[3,3,3,3,4,4]",3.3333333333333335,-0.80000000000000027,1.0134714680413601,downloads/official-1-1237/raw/api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1012,20220423,5,11,18,20,35,45,3,76,101948323000,1000,101948323,4,1,"[[3,11,18,20,35,45],[3,5,18,20,35,45],[3,5,11,20,35,45],[3,5,11,18,35,45],[3,5,11,18,20,45],[3,5,11,18,20,35]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,1.0119907514319779,downloads/official-1-1237/raw/api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1013,20220430,21,22,26,34,36,41,32,79,101747653000,1000,101747653,3,0,"[[22,26,32,34,36,41],[21,26,32,34,36,41],[21,22,32,34,36,41],[21,22,26,32,36,41],[21,22,26,32,34,41],[21,22,26,32,34,36]]","[2,2,2,3,3,3]",2.5,-1.6333333333333337,1.0540124203159753,downloads/official-1-1237/raw/api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1014,20220507,3,11,14,18,26,27,21,69,102396369000,1000,102396369,6,1,"[[11,14,18,21,26,27],[3,14,18,21,26,27],[3,11,18,21,26,27],[3,11,14,21,26,27],[3,11,14,18,21,27],[3,11,14,18,21,26]]","[6,6,6,6,6,6]",6,1.8666666666666663,0.9147608544595951,downloads/official-1-1237/raw/api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1015,20220514,14,23,31,33,37,40,44,102,102562683000,1000,102562683,3,0,"[[23,31,33,37,40,44],[14,31,33,37,40,44],[14,23,33,37,40,44],[14,23,31,37,40,44],[14,23,31,33,40,44],[14,23,31,33,37,44]]","[2,2,2,3,3,3]",2.5,-1.6333333333333337,1.350062380875898,downloads/official-1-1237/raw/api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1016,20220521,15,26,28,34,41,42,44,68,101583153000,1000,101583153,3,0,"[[26,28,34,41,42,44],[15,28,34,41,42,44],[15,26,34,41,42,44],[15,26,28,41,42,44],[15,26,28,34,42,44],[15,26,28,34,41,44]]","[2,2,2,3,3,3]",2.5,-1.6333333333333337,0.90872036625994468,downloads/official-1-1237/raw/api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1017,20220528,12,18,22,23,30,34,32,70,101382790000,1000,101382790,5,0,"[[18,22,23,30,32,34],[12,22,23,30,32,34],[12,18,23,30,32,34],[12,18,22,30,32,34],[12,18,22,23,32,34],[12,18,22,23,30,32]]","[4,4,4,4,4,5]",4.166666666666667,0.033333333333333215,0.93729616239600433,downloads/official-1-1237/raw/api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1018,20220604,3,19,21,25,37,45,35,62,101151805000,1000,101151805,4,0,"[[19,21,25,35,37,45],[3,21,25,35,37,45],[3,19,25,35,37,45],[3,19,21,35,37,45],[3,19,21,25,35,45],[3,19,21,25,35,37]]","[3,3,3,3,4,4]",3.3333333333333335,-0.80000000000000027,0.83207234907968275,downloads/official-1-1237/raw/api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1019,20220611,1,4,13,17,34,39,6,75,102804882000,1000,102804882,4,1,"[[4,6,13,17,34,39],[1,6,13,17,34,39],[1,4,6,17,34,39],[1,4,6,13,34,39],[1,4,6,13,17,39],[1,4,6,13,17,34]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,0.99035423239919673,downloads/official-1-1237/raw/api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1020,20220618,12,27,29,38,41,45,6,77,104996396000,1000,104996396,3,1,"[[6,27,29,38,41,45],[6,12,29,38,41,45],[6,12,27,38,41,45],[6,12,27,29,41,45],[6,12,27,29,38,45],[6,12,27,29,38,41]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,0.99554150411029341,downloads/official-1-1237/raw/api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1021,20220625,12,15,17,24,29,45,16,56,101960162000,1000,101960162,5,1,"[[15,16,17,24,29,45],[12,16,17,24,29,45],[12,15,16,24,29,45],[12,15,16,17,29,45],[12,15,16,17,24,45],[12,15,16,17,24,29]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,0.74559081222330736,downloads/official-1-1237/raw/api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1022,20220702,5,6,11,29,42,45,28,63,99233031000,1000,99233031,4,1,"[[6,11,28,29,42,45],[5,11,28,29,42,45],[5,6,28,29,42,45],[5,6,11,28,42,45],[5,6,11,28,29,45],[5,6,11,28,29,42]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,0.86184135602992917,downloads/official-1-1237/raw/api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1023,20220709,10,14,16,18,29,35,25,72,100399659000,1000,100399659,5,1,"[[14,16,18,25,29,35],[10,16,18,25,29,35],[10,14,18,25,29,35],[10,14,16,25,29,35],[10,14,16,18,25,35],[10,14,16,18,25,29]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,0.97351645387560526,downloads/official-1-1237/raw/api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1024,20220716,9,18,20,22,38,44,10,63,100081038000,1000,100081038,4,1,"[[10,18,20,22,38,44],[9,10,20,22,38,44],[9,10,18,22,38,44],[9,10,18,20,38,44],[9,10,18,20,22,44],[9,10,18,20,22,38]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,0.8545387988481894,downloads/official-1-1237/raw/api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1025,20220723,8,9,20,25,29,33,7,69,101318529000,1000,101318529,5,1,"[[7,9,20,25,29,33],[7,8,20,25,29,33],[7,8,9,25,29,33],[7,8,9,20,29,33],[7,8,9,20,25,33],[7,8,9,20,25,29]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,0.92449220221110795,downloads/official-1-1237/raw/api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1026,20220730,5,12,13,31,32,41,34,76,101556379000,1000,101556379,4,0,"[[12,13,31,32,34,41],[5,13,31,32,34,41],[5,12,31,32,34,41],[5,12,13,32,34,41],[5,12,13,31,34,41],[5,12,13,31,32,34]]","[3,3,3,3,4,4]",3.3333333333333335,-0.80000000000000027,1.0158964017415391,downloads/official-1-1237/raw/api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1027,20220806,14,16,27,35,39,45,5,83,101195159000,1000,101195159,3,1,"[[5,16,27,35,39,45],[5,14,27,35,39,45],[5,14,16,35,39,45],[5,14,16,27,39,45],[5,14,16,27,35,45],[5,14,16,27,35,39]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,1.1134260879020903,downloads/official-1-1237/raw/api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1028,20220813,5,7,12,13,18,35,23,91,100613537000,1000,100613537,5,1,"[[7,12,13,18,23,35],[5,12,13,18,23,35],[5,7,13,18,23,35],[5,7,12,18,23,35],[5,7,12,13,23,35],[5,7,12,13,18,23]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,1.2278010860506772,downloads/official-1-1237/raw/api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1029,20220820,12,30,32,37,39,41,24,62,101336312000,1000,101336312,2,1,"[[24,30,32,37,39,41],[12,24,32,37,39,41],[12,24,30,37,39,41],[12,24,30,32,39,41],[12,24,30,32,37,41],[12,24,30,32,37,39]]","[2,2,3,3,3,3]",2.6666666666666665,-1.4666666666666672,0.83055736230069233,downloads/official-1-1237/raw/api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1030,20220827,2,5,11,17,24,29,9,104,104899923000,1000,104899923,6,1,"[[5,9,11,17,24,29],[2,9,11,17,24,29],[2,5,9,17,24,29],[2,5,9,11,24,29],[2,5,9,11,17,29],[2,5,9,11,17,24]]","[6,6,6,6,6,6]",6,1.8666666666666663,1.3458640956295078,downloads/official-1-1237/raw/api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1031,20220903,6,7,22,32,35,36,19,64,104316078000,1000,104316078,3,1,"[[7,19,22,32,35,36],[6,19,22,32,35,36],[6,7,19,32,35,36],[6,7,19,22,35,36],[6,7,19,22,32,36],[6,7,19,22,32,35]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,0.83285953292837567,downloads/official-1-1237/raw/api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1032,20220910,1,6,12,19,36,42,28,90,110907011000,1000,110907011,4,1,"[[6,12,19,28,36,42],[1,12,19,28,36,42],[1,6,19,28,36,42],[1,6,12,28,36,42],[1,6,12,19,28,42],[1,6,12,19,28,36]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,1.1016066423429263,downloads/official-1-1237/raw/api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1033,20220917,3,11,15,20,35,44,10,79,104642258000,1000,104642258,4,1,"[[10,11,15,20,35,44],[3,10,15,20,35,44],[3,10,11,20,35,44],[3,10,11,15,35,44],[3,10,11,15,20,44],[3,10,11,15,20,35]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,1.0248564208161486,downloads/official-1-1237/raw/api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1034,20220924,26,31,32,33,38,40,11,66,107150089000,1000,107150089,2,1,"[[11,31,32,33,38,40],[11,26,32,33,38,40],[11,26,31,33,38,40],[11,26,31,32,38,40],[11,26,31,32,33,40],[11,26,31,32,33,38]]","[2,2,3,3,3,3]",2.6666666666666665,-1.4666666666666672,0.83616972077363372,downloads/official-1-1237/raw/api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1035,20221001,9,14,34,35,41,42,2,71,106759523000,1000,106759523,2,1,"[[2,14,34,35,41,42],[2,9,34,35,41,42],[2,9,14,35,41,42],[2,9,14,34,41,42],[2,9,14,34,35,42],[2,9,14,34,35,41]]","[2,2,3,3,3,3]",2.6666666666666665,-1.4666666666666672,0.90280667514784607,downloads/official-1-1237/raw/api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1036,20221008,2,5,22,32,34,45,39,64,103753936000,1000,103753936,3,0,"[[5,22,32,34,39,45],[2,22,32,34,39,45],[2,5,32,34,39,45],[2,5,22,34,39,45],[2,5,22,32,39,45],[2,5,22,32,34,39]]","[2,2,2,3,3,3]",2.5,-1.6333333333333337,0.83737199136233254,downloads/official-1-1237/raw/api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1037,20221015,2,14,15,22,27,33,31,78,104840173000,1000,104840173,5,1,"[[14,15,22,27,31,33],[2,15,22,27,31,33],[2,14,22,27,31,33],[2,14,15,27,31,33],[2,14,15,22,31,33],[2,14,15,22,27,31]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,1.0099733429474596,downloads/official-1-1237/raw/api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1038,20221022,7,16,24,27,37,44,2,77,104932409000,1000,104932409,4,1,"[[2,16,24,27,37,44],[2,7,24,27,37,44],[2,7,16,27,37,44],[2,7,16,24,37,44],[2,7,16,24,27,44],[2,7,16,24,27,37]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,0.99614857789074485,downloads/official-1-1237/raw/api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1039,20221029,2,3,6,19,36,39,26,80,105259066000,1000,105259066,4,1,"[[3,6,19,26,36,39],[2,6,19,26,36,39],[2,3,19,26,36,39],[2,3,6,26,36,39],[2,3,6,19,26,39],[2,3,6,19,26,36]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,1.0317477071286192,downloads/official-1-1237/raw/api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1040,20221105,8,16,26,29,31,36,11,63,104007239000,1000,104007239,5,1,"[[11,16,26,29,31,36],[8,11,26,29,31,36],[8,11,16,29,31,36],[8,11,16,26,31,36],[8,11,16,26,29,36],[8,11,16,26,29,31]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,0.82228055299112401,downloads/official-1-1237/raw/api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1041,20221112,6,7,9,11,17,18,45,85,105301601000,1000,105301601,6,0,"[[7,9,11,17,18,45],[6,9,11,17,18,45],[6,7,11,17,18,45],[6,7,9,17,18,45],[6,7,9,11,18,45],[6,7,9,11,17,45]]","[5,5,5,5,5,5]",5,0.86666666666666625,1.0957891323988511,downloads/official-1-1237/raw/api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1042,20221119,5,14,15,23,34,43,4,100,106510259000,1000,106510259,4,1,"[[4,14,15,23,34,43],[4,5,15,23,34,43],[4,5,14,23,34,43],[4,5,14,15,34,43],[4,5,14,15,23,43],[4,5,14,15,23,34]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,1.2745345028219301,downloads/official-1-1237/raw/api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1043,20221126,3,5,12,22,26,31,19,86,107045942000,1000,107045942,6,1,"[[5,12,19,22,26,31],[3,12,19,22,26,31],[3,5,19,22,26,31],[3,5,12,19,26,31],[3,5,12,19,22,31],[3,5,12,19,22,26]]","[6,6,6,6,6,6]",6,1.8666666666666663,1.0906145325901284,downloads/official-1-1237/raw/api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1044,20221203,12,17,20,26,28,36,4,72,102891973000,1000,102891973,5,1,"[[4,17,20,26,28,36],[4,12,20,26,28,36],[4,12,17,26,28,36],[4,12,17,20,28,36],[4,12,17,20,26,36],[4,12,17,20,26,28]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,0.94993532683059734,downloads/official-1-1237/raw/api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1045,20221210,6,14,15,19,21,41,37,67,105380282000,1000,105380282,5,0,"[[14,15,19,21,37,41],[6,15,19,21,37,41],[6,14,19,21,37,41],[6,14,15,21,37,41],[6,14,15,19,37,41],[6,14,15,19,21,37]]","[4,4,4,4,4,5]",4.166666666666667,0.033333333333333215,0.86309476757710712,downloads/official-1-1237/raw/api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1046,20221217,7,16,25,29,35,36,28,57,100923993000,1000,100923993,4,1,"[[16,25,28,29,35,36],[7,25,28,29,35,36],[7,16,28,29,35,36],[7,16,25,28,35,36],[7,16,25,28,29,36],[7,16,25,28,29,35]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,0.76669647821009224,downloads/official-1-1237/raw/api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1047,20221224,2,20,33,40,42,44,32,83,103058179000,1000,103058179,2,0,"[[20,32,33,40,42,44],[2,32,33,40,42,44],[2,20,32,40,42,44],[2,20,32,33,42,44],[2,20,32,33,40,44],[2,20,32,33,40,42]]","[1,1,2,2,2,2]",1.6666666666666667,-2.4666666666666668,1.0932982815463874,downloads/official-1-1237/raw/api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1048,20221231,6,12,17,21,32,39,30,102,117323901000,1000,117323901,4,1,"[[12,17,21,30,32,39],[6,17,21,30,32,39],[6,12,21,30,32,39],[6,12,17,30,32,39],[6,12,17,21,30,39],[6,12,17,21,30,32]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,1.1802030005804187,downloads/official-1-1237/raw/api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1049,20230107,3,5,13,20,21,37,17,89,108444724000,1000,108444724,5,1,"[[5,13,17,20,21,37],[3,13,17,20,21,37],[3,5,17,20,21,37],[3,5,13,17,21,37],[3,5,13,17,20,37],[3,5,13,17,20,21]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,1.1141011341409288,downloads/official-1-1237/raw/api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1050,20230114,6,12,31,35,38,43,17,70,108072602000,1000,108072602,3,1,"[[12,17,31,35,38,43],[6,17,31,35,38,43],[6,12,17,35,38,43],[6,12,17,31,38,43],[6,12,17,31,35,43],[6,12,17,31,35,38]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,0.87927650710214234,downloads/official-1-1237/raw/api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1051,20230121,21,26,30,32,33,35,44,70,119243907000,1000,119243907,3,0,"[[26,30,32,33,35,44],[21,30,32,33,35,44],[21,26,32,33,35,44],[21,26,30,33,35,44],[21,26,30,32,35,44],[21,26,30,32,33,44]]","[2,2,2,3,3,3]",2.5,-1.6333333333333337,0.79690193311093038,downloads/official-1-1237/raw/api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1052,20230128,5,17,26,27,35,38,1,108,107565461000,1000,107565461,4,1,"[[1,17,26,27,35,38],[1,5,26,27,35,38],[1,5,17,27,35,38],[1,5,17,26,35,38],[1,5,17,26,27,38],[1,5,17,26,27,35]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,1.3629940190559868,downloads/official-1-1237/raw/api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1053,20230204,22,26,29,30,34,45,15,64,113721665000,1000,113721665,4,1,"[[15,26,29,30,34,45],[15,22,29,30,34,45],[15,22,26,30,34,45],[15,22,26,29,34,45],[15,22,26,29,30,45],[15,22,26,29,30,34]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,0.7639761517737188,downloads/official-1-1237/raw/api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1054,20230211,14,19,27,28,30,45,33,66,113660567000,1000,113660567,5,0,"[[19,27,28,30,33,45],[14,27,28,30,33,45],[14,19,28,30,33,45],[14,19,27,30,33,45],[14,19,27,28,33,45],[14,19,27,28,30,33]]","[4,4,4,4,4,5]",4.166666666666667,0.033333333333333215,0.78827391385439771,downloads/official-1-1237/raw/api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1055,20230218,4,7,12,14,22,33,31,92,112488256000,1000,112488256,5,1,"[[7,12,14,22,31,33],[4,12,14,22,31,33],[4,7,14,22,31,33],[4,7,12,22,31,33],[4,7,12,14,31,33],[4,7,12,14,22,31]]","[5,5,5,5,5,6]",5.166666666666667,1.0333333333333332,1.1102574121159812,downloads/official-1-1237/raw/api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1056,20230225,13,20,24,32,36,45,29,81,113279615000,1000,113279615,3,1,"[[20,24,29,32,36,45],[13,24,29,32,36,45],[13,20,29,32,36,45],[13,20,24,29,36,45],[13,20,24,29,32,45],[13,20,24,29,32,36]]","[3,3,3,4,4,4]",3.5,-0.63333333333333375,0.97068047062130292,downloads/official-1-1237/raw/api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1057,20230304,8,13,19,27,40,45,12,664,112523887000,1000,112523887,4,1,"[[12,13,19,27,40,45],[8,12,19,27,40,45],[8,12,13,27,40,45],[8,12,13,19,40,45],[8,12,13,19,27,45],[8,12,13,19,27,40]]","[4,4,4,4,5,5]",4.333333333333333,0.19999999999999929,8.0106248018254114,downloads/official-1-1237/raw/api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
