round,date,main_1,main_2,main_3,main_4,main_5,main_6,bonus,k1,k2,k3,total_sales_krw,price_per_game_krw,sold_lines,source_file,source_file_sha256
922,20200801,2,6,13,17,27,43,36,6,89,2876,89266682000,1000,89266682,downloads/official-1-1237/raw/api-0032.json,e69f76c29e423f5a9e551de043a3a417adb12c3d0141f5f6b2ecca2a17823f83
923,20200808,3,17,18,23,36,41,26,8,56,2376,87867402000,1000,87867402,downloads/official-1-1237/raw/api-0032.json,e69f76c29e423f5a9e551de043a3a417adb12c3d0141f5f6b2ecca2a17823f83
924,20200815,3,11,34,42,43,44,13,9,69,2198,87708256000,1000,87708256,downloads/official-1-1237/raw/api-0032.json,e69f76c29e423f5a9e551de043a3a417adb12c3d0141f5f6b2ecca2a17823f83
925,20200822,13,24,32,34,39,42,4,12,68,2335,87901067000,1000,87901067,downloads/official-1-1237/raw/api-0032.json,e69f76c29e423f5a9e551de043a3a417adb12c3d0141f5f6b2ecca2a17823f83
926,20200829,10,16,18,20,25,31,6,10,72,2923,88372251000,1000,88372251,downloads/official-1-1237/raw/api-0032.json,e69f76c29e423f5a9e551de043a3a417adb12c3d0141f5f6b2ecca2a17823f83
927,20200905,4,15,22,38,41,43,26,6,63,2331,91067752000,1000,91067752,downloads/official-1-1237/raw/api-0032.json,e69f76c29e423f5a9e551de043a3a417adb12c3d0141f5f6b2ecca2a17823f83
928,20200912,3,4,10,20,28,44,30,7,81,2639,90818982000,1000,90818982,downloads/official-1-1237/raw/api-0031.json,f3bdcde01151667b2a25597c43d825c062b2c3a30c36b2815bd450559d0570c0
929,20200919,7,9,12,15,19,23,4,16,91,3028,92344620000,1000,92344620,downloads/official-1-1237/raw/api-0031.json,f3bdcde01151667b2a25597c43d825c062b2c3a30c36b2815bd450559d0570c0
930,20200926,8,21,25,38,39,44,28,8,55,2776,94518415000,1000,94518415,downloads/official-1-1237/raw/api-0031.json,f3bdcde01151667b2a25597c43d825c062b2c3a30c36b2815bd450559d0570c0
931,20201003,14,15,23,25,35,43,32,8,54,2596,95695802000,1000,95695802,downloads/official-1-1237/raw/api-0031.json,f3bdcde01151667b2a25597c43d825c062b2c3a30c36b2815bd450559d0570c0
932,20201010,1,6,15,36,37,38,5,7,64,2420,96049289000,1000,96049289,downloads/official-1-1237/raw/api-0031.json,f3bdcde01151667b2a25597c43d825c062b2c3a30c36b2815bd450559d0570c0
933,20201017,23,27,29,31,36,45,37,8,63,2215,93484851000,1000,93484851,downloads/official-1-1237/raw/api-0031.json,f3bdcde01151667b2a25597c43d825c062b2c3a30c36b2815bd450559d0570c0
934,20201024,1,3,30,33,36,39,12,4,66,2359,93028347000,1000,93028347,downloads/official-1-1237/raw/api-0031.json,f3bdcde01151667b2a25597c43d825c062b2c3a30c36b2815bd450559d0570c0
935,20201031,4,10,20,32,38,44,18,13,120,2933,93934898000,1000,93934898,downloads/official-1-1237/raw/api-0031.json,f3bdcde01151667b2a25597c43d825c062b2c3a30c36b2815bd450559d0570c0
936,20201107,7,11,13,17,18,29,43,14,77,2864,92246146000,1000,92246146,downloads/official-1-1237/raw/api-0031.json,f3bdcde01151667b2a25597c43d825c062b2c3a30c36b2815bd450559d0570c0
937,20201114,2,10,13,22,29,40,26,11,57,2480,93720454000,1000,93720454,downloads/official-1-1237/raw/api-0031.json,f3bdcde01151667b2a25597c43d825c062b2c3a30c36b2815bd450559d0570c0
938,20201121,4,8,10,16,31,36,9,10,64,2531,93452425000,1000,93452425,downloads/official-1-1237/raw/api-0030.json,f804c46590a6574742b1d90e7aa5e8490279fe7e3607877d540cf04ef7d18210
939,20201128,4,11,28,39,42,45,6,13,67,2682,93340002000,1000,93340002,downloads/official-1-1237/raw/api-0030.json,f804c46590a6574742b1d90e7aa5e8490279fe7e3607877d540cf04ef7d18210
940,20201205,3,15,20,22,24,41,11,8,51,2329,93920183000,1000,93920183,downloads/official-1-1237/raw/api-0030.json,f804c46590a6574742b1d90e7aa5e8490279fe7e3607877d540cf04ef7d18210
941,20201212,12,14,25,27,39,40,35,16,87,3275,94867600000,1000,94867600,downloads/official-1-1237/raw/api-0030.json,f804c46590a6574742b1d90e7aa5e8490279fe7e3607877d540cf04ef7d18210
942,20201219,10,12,18,35,42,43,39,6,52,2473,92731965000,1000,92731965,downloads/official-1-1237/raw/api-0030.json,f804c46590a6574742b1d90e7aa5e8490279fe7e3607877d540cf04ef7d18210
943,20201226,1,8,13,36,44,45,39,7,74,2722,100081432000,1000,100081432,downloads/official-1-1237/raw/api-0030.json,f804c46590a6574742b1d90e7aa5e8490279fe7e3607877d540cf04ef7d18210
944,20210102,2,13,16,19,32,33,42,13,79,3057,107181377000,1000,107181377,downloads/official-1-1237/raw/api-0030.json,f804c46590a6574742b1d90e7aa5e8490279fe7e3607877d540cf04ef7d18210
945,20210109,9,10,15,30,33,37,26,13,71,2490,94837109000,1000,94837109,downloads/official-1-1237/raw/api-0030.json,f804c46590a6574742b1d90e7aa5e8490279fe7e3607877d540cf04ef7d18210
946,20210116,9,18,19,30,34,40,20,11,71,2949,99380178000,1000,99380178,downloads/official-1-1237/raw/api-0030.json,f804c46590a6574742b1d90e7aa5e8490279fe7e3607877d540cf04ef7d18210
947,20210123,3,8,17,20,27,35,26,18,58,3182,99449916000,1000,99449916,downloads/official-1-1237/raw/api-0030.json,f804c46590a6574742b1d90e7aa5e8490279fe7e3607877d540cf04ef7d18210
948,20210130,13,18,30,31,38,41,5,11,90,2905,100519459000,1000,100519459,downloads/official-1-1237/raw/api-0029.json,3ce98055afaf5795a8a5f49158e72d4d1dda8b44ff7b01c8d97628d3d5bbbf3c
949,20210206,14,21,35,36,40,44,30,10,65,2594,100518909000,1000,100518909,downloads/official-1-1237/raw/api-0029.json,3ce98055afaf5795a8a5f49158e72d4d1dda8b44ff7b01c8d97628d3d5bbbf3c
950,20210213,3,4,15,22,28,40,10,8,67,2886,108870714000,1000,108870714,downloads/official-1-1237/raw/api-0029.json,3ce98055afaf5795a8a5f49158e72d4d1dda8b44ff7b01c8d97628d3d5bbbf3c
951,20210220,2,12,30,31,39,43,38,14,72,2907,102937006000,1000,102937006,downloads/official-1-1237/raw/api-0029.json,3ce98055afaf5795a8a5f49158e72d4d1dda8b44ff7b01c8d97628d3d5bbbf3c
952,20210227,4,12,22,24,33,41,38,9,93,3039,102355646000,1000,102355646,downloads/official-1-1237/raw/api-0029.json,3ce98055afaf5795a8a5f49158e72d4d1dda8b44ff7b01c8d97628d3d5bbbf3c
953,20210306,7,9,22,27,37,42,34,14,102,3273,99180891000,1000,99180891,downloads/official-1-1237/raw/api-0029.json,3ce98055afaf5795a8a5f49158e72d4d1dda8b44ff7b01c8d97628d3d5bbbf3c
954,20210313,1,9,26,28,30,41,32,10,64,2657,101455314000,1000,101455314,downloads/official-1-1237/raw/api-0029.json,3ce98055afaf5795a8a5f49158e72d4d1dda8b44ff7b01c8d97628d3d5bbbf3c
955,20210320,4,9,23,26,29,33,8,12,71,2650,99784736000,1000,99784736,downloads/official-1-1237/raw/api-0029.json,3ce98055afaf5795a8a5f49158e72d4d1dda8b44ff7b01c8d97628d3d5bbbf3c
956,20210327,10,11,20,21,25,41,40,11,136,3053,97065255000,1000,97065255,downloads/official-1-1237/raw/api-0029.json,3ce98055afaf5795a8a5f49158e72d4d1dda8b44ff7b01c8d97628d3d5bbbf3c
957,20210403,4,15,24,35,36,40,1,11,61,2835,96654698000,1000,96654698,downloads/official-1-1237/raw/api-0029.json,3ce98055afaf5795a8a5f49158e72d4d1dda8b44ff7b01c8d97628d3d5bbbf3c
958,20210410,2,9,10,16,35,37,1,15,67,2470,98635947000,1000,98635947,downloads/official-1-1237/raw/api-0028.json,6e455a7c3840f8942a731324375e85caf7daea6606ae5349657c96c3b6d56d3b
959,20210417,1,14,15,24,40,41,35,8,75,2502,97435835000,1000,97435835,downloads/official-1-1237/raw/api-0028.json,6e455a7c3840f8942a731324375e85caf7daea6606ae5349657c96c3b6d56d3b
960,20210424,2,18,24,30,32,45,14,10,56,2569,98784879000,1000,98784879,downloads/official-1-1237/raw/api-0028.json,6e455a7c3840f8942a731324375e85caf7daea6606ae5349657c96c3b6d56d3b
961,20210501,11,20,29,31,33,42,43,9,73,2716,97153309000,1000,97153309,downloads/official-1-1237/raw/api-0028.json,6e455a7c3840f8942a731324375e85caf7daea6606ae5349657c96c3b6d56d3b
962,20210508,1,18,28,31,34,43,40,12,73,2581,95956365000,1000,95956365,downloads/official-1-1237/raw/api-0028.json,6e455a7c3840f8942a731324375e85caf7daea6606ae5349657c96c3b6d56d3b
963,20210515,6,12,19,23,34,42,35,15,68,3137,95452215000,1000,95452215,downloads/official-1-1237/raw/api-0028.json,6e455a7c3840f8942a731324375e85caf7daea6606ae5349657c96c3b6d56d3b
964,20210522,6,21,36,38,39,43,30,10,52,2447,95549895000,1000,95549895,downloads/official-1-1237/raw/api-0028.json,6e455a7c3840f8942a731324375e85caf7daea6606ae5349657c96c3b6d56d3b
965,20210529,2,13,25,28,29,36,34,7,46,2389,96174650000,1000,96174650,downloads/official-1-1237/raw/api-0028.json,6e455a7c3840f8942a731324375e85caf7daea6606ae5349657c96c3b6d56d3b
966,20210605,1,21,25,29,34,37,36,10,50,2352,95640447000,1000,95640447,downloads/official-1-1237/raw/api-0028.json,6e455a7c3840f8942a731324375e85caf7daea6606ae5349657c96c3b6d56d3b
967,20210612,1,6,13,37,38,40,9,4,69,2475,94515565000,1000,94515565,downloads/official-1-1237/raw/api-0028.json,6e455a7c3840f8942a731324375e85caf7daea6606ae5349657c96c3b6d56d3b
968,20210619,2,5,12,14,24,39,33,13,97,3116,95924229000,1000,95924229,downloads/official-1-1237/raw/api-0027.json,2c3f23845f2c0bf11d1308df964840e4a39897069f00f4fe14c2381b1d9f9608
969,20210626,3,9,10,29,40,45,7,20,56,2633,96728751000,1000,96728751,downloads/official-1-1237/raw/api-0027.json,2c3f23845f2c0bf11d1308df964840e4a39897069f00f4fe14c2381b1d9f9608
970,20210703,9,11,16,21,28,36,5,14,87,2479,93268371000,1000,93268371,downloads/official-1-1237/raw/api-0027.json,2c3f23845f2c0bf11d1308df964840e4a39897069f00f4fe14c2381b1d9f9608
971,20210710,2,6,17,18,21,26,7,6,62,2685,94471924000,1000,94471924,downloads/official-1-1237/raw/api-0027.json,2c3f23845f2c0bf11d1308df964840e4a39897069f00f4fe14c2381b1d9f9608
972,20210717,3,6,17,23,37,39,26,20,80,2570,93916813000,1000,93916813,downloads/official-1-1237/raw/api-0027.json,2c3f23845f2c0bf11d1308df964840e4a39897069f00f4fe14c2381b1d9f9608
973,20210724,22,26,31,37,41,42,24,8,42,2257,93953872000,1000,93953872,downloads/official-1-1237/raw/api-0027.json,2c3f23845f2c0bf11d1308df964840e4a39897069f00f4fe14c2381b1d9f9608
974,20210731,1,2,11,16,39,44,32,17,66,2636,94146055000,1000,94146055,downloads/official-1-1237/raw/api-0027.json,2c3f23845f2c0bf11d1308df964840e4a39897069f00f4fe14c2381b1d9f9608
975,20210807,7,8,9,17,22,24,5,9,61,2828,94253719000,1000,94253719,downloads/official-1-1237/raw/api-0027.json,2c3f23845f2c0bf11d1308df964840e4a39897069f00f4fe14c2381b1d9f9608
976,20210814,4,12,14,25,35,37,2,7,69,3085,97492178000,1000,97492178,downloads/official-1-1237/raw/api-0027.json,2c3f23845f2c0bf11d1308df964840e4a39897069f00f4fe14c2381b1d9f9608
977,20210821,2,9,10,14,22,44,16,14,82,2474,95895844000,1000,95895844,downloads/official-1-1237/raw/api-0027.json,2c3f23845f2c0bf11d1308df964840e4a39897069f00f4fe14c2381b1d9f9608
978,20210828,1,7,15,32,34,42,8,10,70,2826,98855197000,1000,98855197,downloads/official-1-1237/raw/api-0026.json,f912466f01342b4718d0b04f7e5e5cb9481b21102c32ec47a4074f44dba49951
979,20210904,7,11,16,21,27,33,24,14,79,3414,99507886000,1000,99507886,downloads/official-1-1237/raw/api-0026.json,f912466f01342b4718d0b04f7e5e5cb9481b21102c32ec47a4074f44dba49951
980,20210911,3,13,16,23,24,35,14,7,70,2819,99593380000,1000,99593380,downloads/official-1-1237/raw/api-0026.json,f912466f01342b4718d0b04f7e5e5cb9481b21102c32ec47a4074f44dba49951
981,20210918,27,36,37,41,43,45,32,13,65,2824,105645424000,1000,105645424,downloads/official-1-1237/raw/api-0026.json,f912466f01342b4718d0b04f7e5e5cb9481b21102c32ec47a4074f44dba49951
982,20210925,5,7,13,20,21,44,33,8,81,2931,101344251000,1000,101344251,downloads/official-1-1237/raw/api-0026.json,f912466f01342b4718d0b04f7e5e5cb9481b21102c32ec47a4074f44dba49951
983,20211002,13,23,26,31,35,43,15,10,78,2640,101899006000,1000,101899006,downloads/official-1-1237/raw/api-0026.json,f912466f01342b4718d0b04f7e5e5cb9481b21102c32ec47a4074f44dba49951
984,20211009,3,10,23,35,36,37,18,7,64,2596,98762367000,1000,98762367,downloads/official-1-1237/raw/api-0026.json,f912466f01342b4718d0b04f7e5e5cb9481b21102c32ec47a4074f44dba49951
985,20211016,17,21,23,30,34,44,19,10,62,2581,98811446000,1000,98811446,downloads/official-1-1237/raw/api-0026.json,f912466f01342b4718d0b04f7e5e5cb9481b21102c32ec47a4074f44dba49951
986,20211023,7,10,16,28,41,42,40,10,70,2793,99041240000,1000,99041240,downloads/official-1-1237/raw/api-0026.json,f912466f01342b4718d0b04f7e5e5cb9481b21102c32ec47a4074f44dba49951
987,20211030,2,4,15,23,29,38,7,10,73,2968,100269530000,1000,100269530,downloads/official-1-1237/raw/api-0026.json,f912466f01342b4718d0b04f7e5e5cb9481b21102c32ec47a4074f44dba49951
988,20211106,2,13,20,30,31,41,27,9,61,2663,98606195000,1000,98606195,downloads/official-1-1237/raw/api-0025.json,e3b18b2c5d5322247746d2f7e4845ebfa1f7d6b340d73bfbc105cadfe24ed020
989,20211113,17,18,21,27,29,33,26,4,63,2444,96525658000,1000,96525658,downloads/official-1-1237/raw/api-0025.json,e3b18b2c5d5322247746d2f7e4845ebfa1f7d6b340d73bfbc105cadfe24ed020
990,20211120,2,4,25,26,36,37,28,14,56,2858,99567047000,1000,99567047,downloads/official-1-1237/raw/api-0025.json,e3b18b2c5d5322247746d2f7e4845ebfa1f7d6b340d73bfbc105cadfe24ed020
991,20211127,13,18,25,31,33,44,38,8,110,2969,98026282000,1000,98026282,downloads/official-1-1237/raw/api-0025.json,e3b18b2c5d5322247746d2f7e4845ebfa1f7d6b340d73bfbc105cadfe24ed020
992,20211204,12,20,26,33,44,45,24,12,58,2373,97066498000,1000,97066498,downloads/official-1-1237/raw/api-0025.json,e3b18b2c5d5322247746d2f7e4845ebfa1f7d6b340d73bfbc105cadfe24ed020
993,20211211,6,14,16,18,24,42,44,6,70,2732,99323653000,1000,99323653,downloads/official-1-1237/raw/api-0025.json,e3b18b2c5d5322247746d2f7e4845ebfa1f7d6b340d73bfbc105cadfe24ed020
994,20211218,1,3,8,24,27,35,28,12,70,2803,95530936000,1000,95530936,downloads/official-1-1237/raw/api-0025.json,e3b18b2c5d5322247746d2f7e4845ebfa1f7d6b340d73bfbc105cadfe24ed020
995,20211225,1,4,13,29,38,39,7,7,69,2793,100878455000,1000,100878455,downloads/official-1-1237/raw/api-0025.json,e3b18b2c5d5322247746d2f7e4845ebfa1f7d6b340d73bfbc105cadfe24ed020
996,20220101,6,11,15,24,32,39,28,18,86,3313,112624327000,1000,112624327,downloads/official-1-1237/raw/api-0025.json,e3b18b2c5d5322247746d2f7e4845ebfa1f7d6b340d73bfbc105cadfe24ed020
997,20220108,4,7,14,16,24,44,20,19,85,3692,102431961000,1000,102431961,downloads/official-1-1237/raw/api-0025.json,e3b18b2c5d5322247746d2f7e4845ebfa1f7d6b340d73bfbc105cadfe24ed020
998,20220115,13,17,18,20,42,45,41,12,53,2648,101681869000,1000,101681869,downloads/official-1-1237/raw/api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
999,20220122,1,3,9,14,18,28,34,16,67,2943,102581351000,1000,102581351,downloads/official-1-1237/raw/api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1000,20220129,2,8,19,22,32,42,39,22,109,4018,118628811000,1000,118628811,downloads/official-1-1237/raw/api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1001,20220205,6,10,12,14,20,42,15,12,66,2761,103967487000,1000,103967487,downloads/official-1-1237/raw/api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1002,20220212,17,25,33,35,38,45,15,8,85,3193,105795484000,1000,105795484,downloads/official-1-1237/raw/api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1003,20220219,1,4,29,39,43,45,31,14,66,2649,103479378000,1000,103479378,downloads/official-1-1237/raw/api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1004,20220226,7,15,30,37,39,44,18,10,68,2785,106112471000,1000,106112471,downloads/official-1-1237/raw/api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1005,20220305,8,13,18,24,27,29,17,12,84,2798,103755249000,1000,103755249,downloads/official-1-1237/raw/api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1006,20220312,8,11,15,16,17,37,36,9,65,2487,104542431000,1000,104542431,downloads/official-1-1237/raw/api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1007,20220319,8,11,16,19,21,25,40,9,70,2844,101530003000,1000,101530003,downloads/official-1-1237/raw/api-0024.json,4f650d1091e83bbccb9a8ef25ca0d2e2714386ce6804b36e025d1aa35fa66984
1008,20220326,9,11,30,31,41,44,33,11,97,2826,103727042000,1000,103727042,downloads/official-1-1237/raw/api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1009,20220402,15,23,29,34,40,44,20,15,69,2632,103771363000,1000,103771363,downloads/official-1-1237/raw/api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1010,20220409,9,12,15,25,34,36,3,8,66,2781,103011505000,1000,103011505,downloads/official-1-1237/raw/api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1011,20220416,1,9,12,26,35,38,42,11,76,2818,101799373000,1000,101799373,downloads/official-1-1237/raw/api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1012,20220423,5,11,18,20,35,45,3,13,76,2882,101948323000,1000,101948323,downloads/official-1-1237/raw/api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1013,20220430,21,22,26,34,36,41,32,5,79,2586,101747653000,1000,101747653,downloads/official-1-1237/raw/api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1014,20220507,3,11,14,18,26,27,21,10,69,2849,102396369000,1000,102396369,downloads/official-1-1237/raw/api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1015,20220514,14,23,31,33,37,40,44,8,102,2880,102562683000,1000,102562683,downloads/official-1-1237/raw/api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1016,20220521,15,26,28,34,41,42,44,11,68,2686,101583153000,1000,101583153,downloads/official-1-1237/raw/api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1017,20220528,12,18,22,23,30,34,32,7,70,2596,101382790000,1000,101382790,downloads/official-1-1237/raw/api-0023.json,a1482c798743c7e34e18ae0332a5d20567dca3015e02332b8f084958a90a6c0a
1018,20220604,3,19,21,25,37,45,35,2,62,2693,101151805000,1000,101151805,downloads/official-1-1237/raw/api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1019,20220611,1,4,13,17,34,39,6,50,75,5823,102804882000,1000,102804882,downloads/official-1-1237/raw/api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1020,20220618,12,27,29,38,41,45,6,13,77,2817,104996396000,1000,104996396,downloads/official-1-1237/raw/api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1021,20220625,12,15,17,24,29,45,16,12,56,2461,101960162000,1000,101960162,downloads/official-1-1237/raw/api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1022,20220702,5,6,11,29,42,45,28,5,63,2580,99233031000,1000,99233031,downloads/official-1-1237/raw/api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1023,20220709,10,14,16,18,29,35,25,9,72,2506,100399659000,1000,100399659,downloads/official-1-1237/raw/api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1024,20220716,9,18,20,22,38,44,10,8,63,2616,100081038000,1000,100081038,downloads/official-1-1237/raw/api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1025,20220723,8,9,20,25,29,33,7,4,69,2671,101318529000,1000,101318529,downloads/official-1-1237/raw/api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1026,20220730,5,12,13,31,32,41,34,15,76,2786,101556379000,1000,101556379,downloads/official-1-1237/raw/api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1027,20220806,14,16,27,35,39,45,5,10,83,2700,101195159000,1000,101195159,downloads/official-1-1237/raw/api-0022.json,a4fe8ea82c185a9dbf26e5bc4cf431c0ea6041cc994d7a8e6df5e3bec25c62fe
1028,20220813,5,7,12,13,18,35,23,20,91,2810,100613537000,1000,100613537,downloads/official-1-1237/raw/api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1029,20220820,12,30,32,37,39,41,24,10,62,2614,101336312000,1000,101336312,downloads/official-1-1237/raw/api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1030,20220827,2,5,11,17,24,29,9,19,104,3278,104899923000,1000,104899923,downloads/official-1-1237/raw/api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1031,20220903,6,7,22,32,35,36,19,8,64,2789,104316078000,1000,104316078,downloads/official-1-1237/raw/api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1032,20220910,1,6,12,19,36,42,28,10,90,3078,110907011000,1000,110907011,downloads/official-1-1237/raw/api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1033,20220917,3,11,15,20,35,44,10,13,79,3083,104642258000,1000,104642258,downloads/official-1-1237/raw/api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1034,20220924,26,31,32,33,38,40,11,9,66,2898,107150089000,1000,107150089,downloads/official-1-1237/raw/api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1035,20221001,9,14,34,35,41,42,2,8,71,2848,106759523000,1000,106759523,downloads/official-1-1237/raw/api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1036,20221008,2,5,22,32,34,45,39,9,64,2593,103753936000,1000,103753936,downloads/official-1-1237/raw/api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1037,20221015,2,14,15,22,27,33,31,15,78,2713,104840173000,1000,104840173,downloads/official-1-1237/raw/api-0021.json,719fb01575da9482953eefca100932740ba59df2303ea53da2615b0d205a80f1
1038,20221022,7,16,24,27,37,44,2,15,77,3364,104932409000,1000,104932409,downloads/official-1-1237/raw/api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1039,20221029,2,3,6,19,36,39,26,16,80,2773,105259066000,1000,105259066,downloads/official-1-1237/raw/api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1040,20221105,8,16,26,29,31,36,11,7,63,2583,104007239000,1000,104007239,downloads/official-1-1237/raw/api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1041,20221112,6,7,9,11,17,18,45,25,85,3947,105301601000,1000,105301601,downloads/official-1-1237/raw/api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1042,20221119,5,14,15,23,34,43,4,20,100,3567,106510259000,1000,106510259,downloads/official-1-1237/raw/api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1043,20221126,3,5,12,22,26,31,19,17,86,3156,107045942000,1000,107045942,downloads/official-1-1237/raw/api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1044,20221203,12,17,20,26,28,36,4,8,72,2597,102891973000,1000,102891973,downloads/official-1-1237/raw/api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1045,20221210,6,14,15,19,21,41,37,13,67,2699,105380282000,1000,105380282,downloads/official-1-1237/raw/api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1046,20221217,7,16,25,29,35,36,28,12,57,2959,100923993000,1000,100923993,downloads/official-1-1237/raw/api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1047,20221224,2,20,33,40,42,44,32,9,83,2728,103058179000,1000,103058179,downloads/official-1-1237/raw/api-0020.json,ffb8c8070c33878dd9b08043c7ce769e65a3e90394723f88469e1ef813e12ef9
1048,20221231,6,12,17,21,32,39,30,17,102,3817,117323901000,1000,117323901,downloads/official-1-1237/raw/api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1049,20230107,3,5,13,20,21,37,17,15,89,2968,108444724000,1000,108444724,downloads/official-1-1237/raw/api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1050,20230114,6,12,31,35,38,43,17,17,70,2866,108072602000,1000,108072602,downloads/official-1-1237/raw/api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1051,20230121,21,26,30,32,33,35,44,18,70,2824,119243907000,1000,119243907,downloads/official-1-1237/raw/api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1052,20230128,5,17,26,27,35,38,1,11,108,2926,107565461000,1000,107565461,downloads/official-1-1237/raw/api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1053,20230204,22,26,29,30,34,45,15,7,64,2702,113721665000,1000,113721665,downloads/official-1-1237/raw/api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1054,20230211,14,19,27,28,30,45,33,9,66,2714,113660567000,1000,113660567,downloads/official-1-1237/raw/api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
1055,20230218,4,7,12,14,22,33,31,11,92,3413,112488256000,1000,112488256,downloads/official-1-1237/raw/api-0019.json,4f67e30938104e80665d9840f2954fcaaa051d47cef99a6d7fe61c002049df4d
