target_round,source_round,source_main6,pair_completions,vote_counts,candidate_count,candidates_ordered,source_member_candidate_count_r,source_target_intersection_c,research_A,research_B,leftovers,candidate_hit_count,A_exact_hit_count,B_exact_hit_count,future_leakage_flag
333,332,16 17 34 36 42 45,16-17>39;16-34>22;16-36>26;16-42>23;16-45>29;17-34>21;17-36>25;17-42>22;17-45>28;34-36>5;34-42>8;34-45>2;36-42>9;36-45>3;42-45>6,22:2 2:1 3:1 5:1 6:1 8:1 9:1 21:1 23:1 25:1 26:1 28:1 29:1 39:1,1,22,0,0,,,,0,,,0
334,333,5 14 27 30 39 43,5-14>17;5-27>4;5-30>10;5-39>31;5-43>42;14-27>10;14-30>1;14-39>34;14-43>45;27-30>36;27-39>21;27-43>29;30-39>18;30-43>26;39-43>11,10:2 1:1 4:1 11:1 17:1 18:1 21:1 26:1 29:1 31:1 34:1 36:1 42:1 45:1,1,10,0,2,,,,0,,,0
335,334,13 15 21 29 39 43,13-15>29;13-21>14;13-29>15;13-39>32;13-43>28;15-21>12;15-29>13;15-39>36;15-43>32;21-29>40;21-39>27;21-43>20;29-39>19;29-43>27;39-43>11,27:2 32:2 11:1 12:1 13:1 14:1 15:1 19:1 20:1 28:1 29:1 36:1 40:1,2,27 32,0,0,,,,0,,,0
336,335,5 9 16 23 26 45,5-9>22;5-16>12;5-23>11;5-26>2;5-45>40;9-16>8;9-23>7;9-26>13;9-45>33;16-23>42;16-26>36;16-45>29;23-26>32;23-45>22;26-45>19,22:2 2:1 7:1 8:1 11:1 12:1 13:1 19:1 29:1 32:1 33:1 36:1 40:1 42:1,1,22,0,1,,,,0,,,0
337,336,3 5 20 34 35 44,3-5>19;3-20>7;3-34>32;3-35>31;3-44>37;5-20>35;5-34>36;5-35>20;5-44>41;20-34>18;20-35>5;20-44>23;34-35>12;34-44>9;35-44>2,2:1 5:1 7:1 9:1 12:1 18:1 19:1 20:1 23:1 31:1 32:1 35:1 36:1 37:1 41:1,0,,0,1,,,,0,,,0
338,337,1 5 14 18 32 37,1-5>18;1-14>30;1-18>5;1-32>45;1-37>40;5-14>17;5-18>1;5-32>38;5-37>33;14-18>7;14-32>41;14-37>36;18-32>16;18-37>26;32-37>12,1:1 5:1 7:1 12:1 16:1 17:1 18:1 26:1 30:1 33:1 36:1 38:1 40:1 41:1 45:1,0,,0,0,,,,0,,,0
339,338,2 13 34 38 42 45,2-13>30;2-34>45;2-38>41;2-42>37;2-45>34;13-34>37;13-38>33;13-42>44;13-45>41;34-38>6;34-42>8;34-45>2;38-42>10;38-45>4;42-45>6,6:2 37:2 41:2 2:1 4:1 8:1 10:1 30:1 33:1 34:1 44:1 45:1,3,6 37 41,0,0,6 37 41,,,2,2,,0
340,339,6 8 14 21 30 37,6-8>22;6-14>25;6-21>36;6-30>9;6-37>35;8-14>26;8-21>4;8-30>7;8-37>39;14-21>13;14-30>1;14-37>36;21-30>33;21-37>23;30-37>29,36:2 1:1 4:1 7:1 9:1 13:1 22:1 23:1 25:1 26:1 29:1 33:1 35:1 39:1,1,36,0,0,,,,0,,,0
341,340,18 24 26 29 34 38,18-24>36;18-26>37;18-29>31;18-34>20;18-38>28;24-26>40;24-29>34;24-34>29;24-38>22;26-29>35;26-34>27;26-38>20;29-34>24;29-38>17;34-38>6,20:2 6:1 17:1 22:1 24:1 27:1 28:1 29:1 31:1 34:1 35:1 36:1 37:1 40:1,1,20,0,1,,,,0,,,0
342,341,1 8 19 34 39 43,1-8>27;1-19>7;1-34>43;1-39>38;1-43>34;8-19>15;8-34>42;8-39>37;8-43>33;19-34>4;19-39>29;19-43>22;34-39>14;34-43>1;39-43>11,1:1 4:1 7:1 11:1 14:1 15:1 22:1 27:1 29:1 33:1 34:1 37:1 38:1 42:1 43:1,0,,0,3,,,,0,,,0
343,342,1 13 14 33 34 43,1-13>22;1-14>30;1-33>44;1-34>43;1-43>34;13-14>21;13-33>38;13-34>37;13-43>28;14-33>40;14-34>39;14-43>45;33-34>11;33-43>8;34-43>1,1:1 8:1 11:1 21:1 22:1 28:1 30:1 34:1 37:1 38:1 39:1 40:1 43:1 44:1 45:1,0,,0,2,,,,0,,,0
344,343,1 10 17 29 31 43,1-10>28;1-17>3;1-29>12;1-31>16;1-43>34;10-17>9;10-29>3;10-31>34;10-43>37;17-29>38;17-31>30;17-43>24;29-31>18;29-43>27;31-43>7,3:2 34:2 7:1 9:1 12:1 16:1 18:1 24:1 27:1 28:1 30:1 37:1 38:1,2,3 34,0,1,,,,1,,,0
345,344,1 2 15 28 34 45,1-2>24;1-15>23;1-28>10;1-34>43;1-45>32;2-15>16;2-28>9;2-34>45;2-45>34;15-28>11;15-34>41;15-45>30;28-34>25;28-45>17;34-45>2,2:1 9:1 10:1 11:1 16:1 17:1 23:1 24:1 25:1 30:1 32:1 34:1 41:1 43:1 45:1,0,,0,1,,,,0,,,0
346,345,15 20 23 29 39 42,15-20>10;15-23>1;15-29>13;15-39>36;15-42>33;20-23>44;20-29>32;20-39>28;20-42>19;23-29>41;23-39>25;23-42>16;29-39>19;29-42>25;39-42>3,19:2 25:2 1:1 3:1 10:1 13:1 16:1 28:1 32:1 33:1 36:1 41:1 44:1,2,19 25,0,0,,,,0,,,0
347,346,5 13 14 22 44 45,5-13>24;5-14>17;5-22>9;5-44>41;5-45>40;13-14>21;13-22>1;13-44>42;13-45>41;14-22>15;14-44>29;14-45>43;22-44>21;22-45>23;44-45>7,21:2 41:2 1:1 7:1 9:1 15:1 17:1 23:1 24:1 29:1 40:1 42:1 43:1,2,21 41,0,1,,,,0,,,0
348,347,3 8 13 27 32 42,3-8>28;3-13>23;3-27>6;3-32>34;3-42>39;8-13>18;8-27>1;8-32>44;8-42>34;13-27>11;13-32>39;13-42>44;27-32>22;27-42>12;32-42>7,34:2 39:2 44:2 1:1 6:1 7:1 11:1 12:1 18:1 22:1 23:1 28:1,3,34 39 44,0,1,34 39 44,,,0,0,,0
349,348,3 14 17 20 24 31,3-14>16;3-17>1;3-20>7;3-24>15;3-31>35;14-17>5;14-20>11;14-24>4;14-31>42;17-20>41;17-24>43;17-31>30;20-24>37;20-31>27;24-31>23,1:1 4:1 5:1 7:1 11:1 15:1 16:1 23:1 27:1 30:1 35:1 37:1 41:1 42:1 43:1,0,,0,3,,,,0,,,0
350,349,5 13 14 20 24 25,5-13>24;5-14>17;5-20>35;5-24>13;5-25>15;13-14>21;13-20>12;13-24>5;13-25>7;14-20>11;14-24>4;14-25>6;20-24>37;20-25>45;24-25>32,4:1 5:1 6:1 7:1 11:1 12:1 13:1 15:1 17:1 21:1 24:1 32:1 35:1 37:1 45:1,0,,0,1,,,,0,,,0
351,350,1 8 18 24 29 33,1-8>27;1-18>5;1-24>2;1-29>12;1-33>44;8-18>13;8-24>10;8-29>5;8-33>43;18-24>36;18-29>31;18-33>3;24-29>34;24-33>27;29-33>22,5:2 27:2 2:1 3:1 10:1 12:1 13:1 22:1 31:1 34:1 36:1 43:1 44:1,2,5 27,0,1,,,,2,,,0
352,351,5 25 27 29 34 36,5-25>15;5-27>4;5-29>8;5-34>36;5-36>34;25-27>41;25-29>42;25-34>28;25-36>17;27-29>43;27-34>26;27-36>30;29-34>24;29-36>28;34-36>5,28:2 4:1 5:1 8:1 15:1 17:1 24:1 26:1 30:1 34:1 36:1 41:1 42:1 43:1,1,28,0,1,,,,0,,,0
353,352,5 16 17 20 26 41,5-16>12;5-17>14;5-20>35;5-26>2;5-41>44;16-17>39;16-20>33;16-26>36;16-41>21;17-20>41;17-26>44;17-41>20;20-26>38;20-41>17;26-41>11,44:2 2:1 11:1 12:1 14:1 17:1 20:1 21:1 33:1 35:1 36:1 38:1 39:1 41:1,1,44,0,1,,,,0,,,0
354,353,11 16 19 22 29 36,11-16>6;11-19>12;11-22>3;11-29>2;11-36>31;16-19>40;16-22>34;16-29>45;16-36>26;19-22>43;19-29>39;19-36>23;22-29>33;22-36>20;29-36>28,2:1 3:1 6:1 12:1 20:1 23:1 26:1 28:1 31:1 33:1 34:1 39:1 40:1 43:1 45:1,0,,0,2,,,,0,,,0
355,354,14 19 36 43 44 45,14-19>9;14-36>37;14-43>45;14-44>29;14-45>43;19-36>23;19-43>22;19-44>24;19-45>26;36-43>2;36-44>10;36-45>3;43-44>6;43-45>14;44-45>7,2:1 3:1 6:1 7:1 9:1 10:1 14:1 22:1 23:1 24:1 26:1 29:1 37:1 43:1 45:1,0,,0,1,,,,0,,,0
356,355,5 8 29 30 35 44,5-8>29;5-29>8;5-30>10;5-35>20;5-44>41;8-29>5;8-30>7;8-35>41;8-44>32;29-30>37;29-35>26;29-44>14;30-35>25;30-44>28;35-44>2,41:2 2:1 5:1 7:1 8:1 10:1 14:1 20:1 25:1 26:1 28:1 29:1 32:1 37:1,1,41,0,2,,,,0,,,0
357,356,2 8 14 25 29 45,2-8>20;2-14>23;2-25>3;2-29>11;2-45>34;8-14>26;8-25>12;8-29>5;8-45>31;14-25>6;14-29>44;14-45>43;25-29>42;25-45>20;29-45>16,20:2 3:1 5:1 6:1 11:1 12:1 16:1 23:1 26:1 31:1 34:1 42:1 43:1 44:1,1,20,0,1,,,,0,,,0
358,357,10 14 18 21 36 37,10-14>27;10-18>11;10-21>2;10-36>44;10-37>43;14-18>7;14-21>13;14-36>37;14-37>36;18-21>42;18-36>24;18-37>26;21-36>6;21-37>23;36-37>14,2:1 6:1 7:1 11:1 13:1 14:1 23:1 24:1 26:1 27:1 36:1 37:1 42:1 43:1 44:1,0,,0,2,,,,0,,,0
359,358,1 9 10 12 21 40,1-9>20;1-10>28;1-12>29;1-21>11;1-40>37;9-10>17;9-12>18;9-21>3;9-40>38;10-12>26;10-21>2;10-40>25;12-21>15;12-40>44;21-40>29,29:2 2:1 3:1 11:1 15:1 17:1 18:1 20:1 25:1 26:1 28:1 37:1 38:1 44:1,1,29,0,3,,,,0,,,0
360,359,1 10 19 20 24 40,1-10>28;1-19>7;1-20>9;1-24>2;1-40>37;10-19>13;10-20>15;10-24>8;10-40>25;19-20>42;19-24>44;19-40>16;20-24>37;20-40>30;24-40>26,37:2 2:1 7:1 8:1 9:1 13:1 15:1 16:1 25:1 26:1 28:1 30:1 42:1 44:1,1,37,0,1,,,,0,,,0
361,360,4 16 23 25 35 40,4-16>13;4-23>12;4-25>1;4-35>33;4-40>43;16-23>42;16-25>43;16-35>24;16-40>19;23-25>39;23-35>17;23-40>27;25-35>30;25-40>10;35-40>15,43:2 1:1 10:1 12:1 13:1 15:1 17:1 19:1 24:1 27:1 30:1 33:1 39:1 42:1,1,43,0,2,,,,0,,,0
362,361,5 10 16 24 27 35,5-10>30;5-16>12;5-24>13;5-27>4;5-35>20;10-16>7;10-24>8;10-27>14;10-35>45;16-24>35;16-27>44;16-35>24;24-27>33;24-35>16;27-35>28,4:1 7:1 8:1 12:1 13:1 14:1 16:1 20:1 24:1 28:1 30:1 33:1 35:1 44:1 45:1,0,,0,1,,,,0,,,0
363,362,2 3 22 27 30 40,2-3>25;2-22>12;2-27>7;2-30>13;2-40>39;3-22>11;3-27>6;3-30>12;3-40>41;22-27>32;22-30>41;22-40>28;27-30>36;27-40>23;30-40>20,12:2 41:2 6:1 7:1 11:1 13:1 20:1 23:1 25:1 28:1 32:1 36:1 39:1,2,12 41,0,0,,,,1,,,0
364,363,11 12 14 21 32 38,11-12>19;11-14>20;11-21>1;11-32>35;11-38>44;12-14>28;12-21>15;12-32>37;12-38>31;14-21>13;14-32>41;14-38>35;21-32>28;21-38>25;32-38>5,28:2 35:2 1:1 5:1 13:1 15:1 19:1 20:1 25:1 31:1 37:1 41:1 44:1,2,28 35,0,1,,,,0,,,0
365,364,2 5 7 14 16 40,2-5>26;2-7>27;2-14>23;2-16>15;2-40>39;5-7>21;5-14>17;5-16>12;5-40>45;7-14>18;7-16>10;7-40>34;14-16>3;14-40>33;16-40>19,3:1 10:1 12:1 15:1 17:1 18:1 19:1 21:1 23:1 26:1 27:1 33:1 34:1 39:1 45:1,0,,0,1,,,,0,,,0
366,365,5 15 21 25 26 30,5-15>25;5-21>7;5-25>15;5-26>2;5-30>10;15-21>12;15-25>5;15-26>7;15-30>45;21-25>38;21-26>31;21-30>33;25-26>33;25-30>35;26-30>43,7:2 33:2 2:1 5:1 10:1 12:1 15:1 25:1 31:1 35:1 38:1 43:1 45:1,2,7 33,0,2,,,,0,,,0
367,366,5 12 19 26 27 44,5-12>16;5-19>3;5-26>2;5-27>4;5-44>41;12-19>11;12-26>10;12-27>42;12-44>40;19-26>45;19-27>38;19-44>24;26-27>34;26-44>17;27-44>16,16:2 2:1 3:1 4:1 10:1 11:1 17:1 24:1 34:1 38:1 40:1 41:1 42:1 45:1,1,16,0,1,,,,0,,,0
368,367,3 22 25 29 32 44,3-22>11;3-25>2;3-29>10;3-32>34;3-44>37;22-25>31;22-29>33;22-32>27;22-44>21;25-29>42;25-32>24;25-44>18;29-32>20;29-44>14;32-44>8,2:1 8:1 10:1 11:1 14:1 18:1 20:1 21:1 24:1 27:1 31:1 33:1 34:1 37:1 42:1,0,,0,0,,,,0,,,0
369,368,11 21 24 30 39 45,11-21>1;11-24>7;11-30>4;11-39>43;11-45>37;21-24>45;21-30>33;21-39>27;21-45>24;24-30>42;24-39>9;24-45>21;30-39>18;30-45>15;39-45>12,1:1 4:1 7:1 9:1 12:1 15:1 18:1 21:1 24:1 27:1 33:1 37:1 42:1 43:1 45:1,0,,0,0,,,,0,,,0
370,369,17 20 35 36 41 43,17-20>41;17-35>23;17-36>25;17-41>20;17-43>24;20-35>5;20-36>22;20-41>17;20-43>21;35-36>13;35-41>8;35-43>9;36-41>1;36-43>2;41-43>12,1:1 2:1 5:1 8:1 9:1 12:1 13:1 17:1 20:1 21:1 22:1 23:1 24:1 25:1 41:1,0,,0,0,,,,0,,,0
371,370,16 18 24 42 44 45,16-18>32;16-24>35;16-42>23;16-44>27;16-45>29;18-24>36;18-42>21;18-44>25;18-45>27;24-42>30;24-44>19;24-45>21;42-44>13;42-45>6;44-45>7,21:2 27:2 6:1 7:1 13:1 19:1 23:1 25:1 29:1 30:1 32:1 35:1 36:1,2,21 27,0,1,,,,1,,,0
372,371,7 9 15 26 27 42,7-9>23;7-15>26;7-26>15;7-27>2;7-42>32;9-15>27;9-26>13;9-27>15;9-42>36;15-26>7;15-27>9;15-42>33;26-27>34;26-42>28;27-42>12,15:2 2:1 7:1 9:1 12:1 13:1 23:1 26:1 27:1 28:1 32:1 33:1 34:1 36:1,1,15,1,0,,,,0,,,0
373,372,8 11 14 16 18 21,8-11>17;8-14>26;8-16>9;8-18>13;8-21>4;11-14>20;11-16>6;11-18>10;11-21>1;14-16>3;14-18>7;14-21>13;16-18>32;16-21>41;18-21>42,13:2 1:1 3:1 4:1 6:1 7:1 9:1 10:1 17:1 20:1 26:1 32:1 41:1 42:1,1,13,0,0,,,,0,,,0
374,373,15 26 37 42 43 45,15-26>7;15-37>38;15-42>33;15-43>32;15-45>30;26-37>18;26-42>28;26-43>30;26-45>19;37-42>2;37-43>10;37-45>11;42-43>5;42-45>6;43-45>14,30:2 2:1 5:1 6:1 7:1 10:1 11:1 14:1 18:1 19:1 28:1 32:1 33:1 38:1,1,30,0,1,,,,0,,,0
375,374,11 13 15 17 25 34,11-13>27;11-15>28;11-17>8;11-25>9;11-34>33;13-15>29;13-17>6;13-25>7;13-34>37;15-17>4;15-25>5;15-34>41;17-25>36;17-34>21;25-34>28,28:2 4:1 5:1 6:1 7:1 8:1 9:1 21:1 27:1 29:1 33:1 36:1 37:1 41:1,1,28,0,1,,,,0,,,0
376,375,4 8 19 25 27 45,4-8>21;4-19>34;4-25>1;4-27>5;4-45>38;8-19>15;8-25>12;8-27>1;8-45>31;19-25>37;19-27>38;19-45>26;25-27>41;25-45>20;27-45>18,1:2 38:2 5:1 12:1 15:1 18:1 20:1 21:1 26:1 31:1 34:1 37:1 41:1,2,1 38,0,0,,,,1,,,0
377,376,1 11 13 24 28 40,1-11>21;1-13>22;1-24>2;1-28>10;1-40>37;11-13>27;11-24>7;11-28>15;11-40>42;13-24>5;13-28>43;13-40>31;24-28>41;24-40>26;28-40>22,22:2 2:1 5:1 7:1 10:1 15:1 21:1 26:1 27:1 31:1 37:1 41:1 42:1 43:1,1,22,0,0,,,,1,,,0
378,377,6 22 29 37 43 45,6-22>8;6-29>7;6-37>35;6-43>44;6-45>42;22-29>33;22-37>7;22-43>19;22-45>23;29-37>30;29-43>27;29-45>16;37-43>10;37-45>11;43-45>14,7:2 8:1 10:1 11:1 14:1 16:1 19:1 23:1 27:1 30:1 33:1 35:1 42:1 44:1,1,7,0,2,,,,0,,,0
379,378,5 22 29 31 34 39,5-22>9;5-29>8;5-31>39;5-34>36;5-39>31;22-29>33;22-31>25;22-34>16;22-39>26;29-31>18;29-34>24;29-39>19;31-34>10;31-39>5;34-39>14,5:1 8:1 9:1 10:1 14:1 16:1 18:1 19:1 24:1 25:1 26:1 31:1 33:1 36:1 39:1,0,,0,2,,,,0,,,0
380,379,6 10 22 31 35 40,6-10>23;6-22>8;6-31>41;6-35>37;6-40>32;10-22>4;10-31>34;10-35>45;10-40>25;22-31>25;22-35>18;22-40>28;31-35>3;31-40>13;35-40>15,25:2 3:1 4:1 8:1 13:1 15:1 18:1 23:1 28:1 32:1 34:1 37:1 41:1 45:1,1,25,0,0,,,,0,,,0
381,380,1 2 8 17 26 37,1-2>24;1-8>27;1-17>3;1-26>6;1-37>40;2-8>20;2-17>32;2-26>5;2-37>42;8-17>11;8-26>14;8-37>39;17-26>44;17-37>27;26-37>18,27:2 3:1 5:1 6:1 11:1 14:1 18:1 20:1 24:1 32:1 39:1 40:1 42:1 44:1,1,27,0,1,,,,0,,,0
382,381,1 5 10 12 16 20,1-5>18;1-10>28;1-12>29;1-16>31;1-20>9;5-10>30;5-12>16;5-16>12;5-20>35;10-12>26;10-16>7;10-20>15;12-16>5;12-20>13;16-20>33,5:1 7:1 9:1 12:1 13:1 15:1 16:1 18:1 26:1 28:1 29:1 30:1 31:1 33:1 35:1,0,,0,1,,,,0,,,0
383,382,10 15 22 24 27 42,10-15>20;10-22>4;10-24>8;10-27>14;10-42>38;15-22>14;15-24>3;15-27>9;15-42>33;22-24>38;22-27>32;22-42>17;24-27>33;24-42>30;27-42>12,14:2 33:2 38:2 3:1 4:1 8:1 9:1 12:1 17:1 20:1 30:1 32:1,3,14 33 38,0,1,14 33 38,,,1,1,,0
384,383,4 15 28 33 37 40,4-15>17;4-28>7;4-33>35;4-37>31;4-40>43;15-28>11;15-33>42;15-37>38;15-40>35;28-33>23;28-37>16;28-40>22;33-37>5;33-40>14;37-40>1,35:2 1:1 5:1 7:1 11:1 14:1 16:1 17:1 22:1 23:1 31:1 38:1 42:1 43:1,1,35,0,0,,,,0,,,0
385,384,11 22 24 32 36 38,11-22>3;11-24>7;11-32>35;11-36>31;11-38>44;22-24>38;22-32>27;22-36>20;22-38>24;24-32>25;24-36>18;24-38>22;32-36>4;32-38>5;36-38>7,7:2 3:1 4:1 5:1 18:1 20:1 22:1 24:1 25:1 27:1 31:1 35:1 38:1 44:1,1,7,0,1,,,,1,,,0
386,385,7 12 19 21 29 32,7-12>17;7-19>1;7-21>5;7-29>6;7-32>42;12-19>11;12-21>15;12-29>1;12-32>37;19-21>35;19-29>39;19-32>30;21-29>40;21-32>28;29-32>20,1:2 5:1 6:1 11:1 15:1 17:1 20:1 28:1 30:1 35:1 37:1 39:1 40:1 42:1,1,1,0,2,,,,0,,,0
387,386,4 7 10 19 31 40,4-7>28;4-10>22;4-19>34;4-31>37;4-40>43;7-10>16;7-19>1;7-31>43;7-40>34;10-19>13;10-31>34;10-40>25;19-31>28;19-40>16;31-40>13,34:3 13:2 16:2 28:2 43:2 1:1 22:1 25:1 37:1,5,34 13 16 28 43,0,2,34 13 16,,28 43,2,1,,0
388,387,1 26 31 34 40 43,1-26>6;1-31>16;1-34>43;1-40>37;1-43>34;26-31>21;26-34>27;26-40>24;26-43>30;31-34>10;31-40>13;31-43>7;34-40>7;34-43>1;40-43>4,7:2 1:1 4:1 6:1 10:1 13:1 16:1 21:1 24:1 27:1 30:1 34:1 37:1 43:1,1,7,0,1,,,,0,,,0
389,388,1 8 9 17 29 32,1-8>27;1-9>20;1-17>3;1-29>12;1-32>45;8-9>16;8-17>11;8-29>5;8-32>44;9-17>10;9-29>4;9-32>31;17-29>38;17-32>2;29-32>20,20:2 2:1 3:1 4:1 5:1 10:1 11:1 12:1 16:1 27:1 31:1 38:1 44:1 45:1,1,20,0,0,,,,1,,,0
390,389,7 16 18 20 23 26,7-16>10;7-18>14;7-20>3;7-23>9;7-26>15;16-18>32;16-20>33;16-23>42;16-26>36;18-20>34;18-23>43;18-26>37;20-23>44;20-26>38;23-26>32,32:2 3:1 9:1 10:1 14:1 15:1 33:1 34:1 36:1 37:1 38:1 42:1 43:1 44:1,1,32,0,1,,,,0,,,0
391,390,16 17 28 37 39 40,16-17>39;16-28>37;16-37>28;16-39>17;16-40>19;17-28>45;17-37>27;17-39>16;17-40>18;28-37>16;28-39>20;28-40>22;37-39>8;37-40>1;39-40>2,16:2 1:1 2:1 8:1 17:1 18:1 19:1 20:1 22:1 27:1 28:1 37:1 39:1 45:1,1,16,1,2,,,,0,,,0
392,391,10 11 18 22 28 39,10-11>18;10-18>11;10-22>4;10-28>1;10-39>41;11-18>10;11-22>3;11-28>15;11-39>43;18-22>35;18-28>38;18-39>30;22-28>40;22-39>26;28-39>20,1:1 3:1 4:1 10:1 11:1 15:1 18:1 20:1 26:1 30:1 35:1 38:1 40:1 41:1 43:1,0,,0,0,,,,0,,,0
393,392,1 3 7 8 24 42,1-3>17;1-7>19;1-8>27;1-24>2;1-42>35;3-7>20;3-8>28;3-24>15;3-42>39;7-8>30;7-24>11;7-42>32;8-24>10;8-42>34;24-42>30,30:2 2:1 10:1 11:1 15:1 17:1 19:1 20:1 27:1 28:1 32:1 34:1 35:1 39:1,1,30,0,0,,,,0,,,0
394,393,9 16 28 40 41 43,9-16>8;9-28>2;9-40>38;9-41>37;9-43>35;16-28>37;16-40>19;16-41>21;16-43>25;28-40>22;28-41>24;28-43>13;40-41>3;40-43>4;41-43>12,37:2 2:1 3:1 4:1 8:1 12:1 13:1 19:1 21:1 22:1 24:1 25:1 35:1 38:1,1,37,0,1,,,,0,,,0
395,394,1 13 20 22 25 28,1-13>22;1-20>9;1-22>13;1-25>4;1-28>10;13-20>12;13-22>1;13-25>7;13-28>43;20-22>36;20-25>45;20-28>39;22-25>31;22-28>40;25-28>34,1:1 4:1 7:1 9:1 10:1 12:1 13:1 22:1 31:1 34:1 36:1 39:1 40:1 43:1 45:1,0,,0,1,,,,0,,,0
396,395,11 15 20 26 31 35,11-15>28;11-20>14;11-26>41;11-31>36;11-35>32;15-20>10;15-26>7;15-31>44;15-35>40;20-26>38;20-31>27;20-35>5;26-31>21;26-35>29;31-35>3,3:1 5:1 7:1 10:1 14:1 21:1 27:1 28:1 29:1 32:1 36:1 38:1 40:1 41:1 44:1,0,,0,2,,,,0,,,0
397,396,18 20 31 34 40 45,18-20>34;18-31>29;18-34>20;18-40>17;18-45>27;20-31>27;20-34>18;20-40>30;20-45>25;31-34>10;31-40>13;31-45>8;34-40>7;34-45>2;40-45>5,27:2 2:1 5:1 7:1 8:1 10:1 13:1 17:1 18:1 20:1 25:1 29:1 30:1 34:1,1,27,0,0,,,,0,,,0
398,397,12 13 17 22 25 33,12-13>20;12-17>7;12-22>2;12-25>8;12-33>36;13-17>6;13-22>1;13-25>7;13-33>38;17-22>42;17-25>36;17-33>19;22-25>31;22-33>29;25-33>26,7:2 36:2 1:1 2:1 6:1 8:1 19:1 20:1 26:1 29:1 31:1 38:1 42:1,2,7 36,0,0,,,,0,,,0
399,398,10 15 20 23 42 44,10-15>20;10-20>15;10-23>6;10-42>38;10-44>36;15-20>10;15-23>1;15-42>33;15-44>31;20-23>44;20-42>19;20-44>23;23-42>16;23-44>20;42-44>13,20:2 1:1 6:1 10:1 13:1 15:1 16:1 19:1 23:1 31:1 33:1 36:1 38:1 44:1,1,20,1,1,,,,0,,,0
400,399,1 2 9 17 19 42,1-2>24;1-9>20;1-17>3;1-19>7;1-42>35;2-9>28;2-17>32;2-19>6;2-42>37;9-17>10;9-19>14;9-42>36;17-19>33;17-42>22;19-42>20,20:2 3:1 6:1 7:1 10:1 14:1 22:1 24:1 28:1 32:1 33:1 35:1 36:1 37:1,1,20,0,1,,,,0,,,0
401,400,9 21 27 34 41 43,9-21>3;9-27>15;9-34>44;9-41>37;9-43>35;21-27>39;21-34>17;21-41>16;21-43>20;27-34>26;27-41>25;27-43>29;34-41>15;34-43>1;41-43>12,15:2 1:1 3:1 12:1 16:1 17:1 20:1 25:1 26:1 29:1 35:1 37:1 39:1 44:1,1,15,0,1,,,,0,,,0
402,401,6 12 18 31 38 43,6-12>24;6-18>15;6-31>41;6-38>34;6-43>44;12-18>9;12-31>38;12-38>31;12-43>41;18-31>29;18-38>28;18-43>23;31-38>12;31-43>7;38-43>3,41:2 3:1 7:1 9:1 12:1 15:1 23:1 24:1 28:1 29:1 31:1 34:1 38:1 44:1,1,41,0,0,,,,0,,,0
403,402,5 9 15 19 22 36,5-9>22;5-15>25;5-19>3;5-22>9;5-36>34;9-15>27;9-19>14;9-22>5;9-36>42;15-19>8;15-22>14;15-36>39;19-22>43;19-36>23;22-36>20,14:2 3:1 5:1 8:1 9:1 20:1 22:1 23:1 25:1 27:1 34:1 39:1 42:1 43:1,1,14,0,1,,,,1,,,0
404,403,10 14 22 24 28 37,10-14>27;10-22>4;10-24>8;10-28>1;10-37>43;14-22>15;14-24>4;14-28>12;14-37>36;22-24>38;22-28>40;22-37>7;24-28>41;24-37>20;28-37>16,4:2 1:1 7:1 8:1 12:1 15:1 16:1 20:1 27:1 36:1 38:1 40:1 41:1 43:1,1,4,0,1,,,,0,,,0
405,404,5 20 21 24 33 40,5-20>35;5-21>7;5-24>13;5-33>37;5-40>45;20-21>43;20-24>37;20-33>16;20-40>30;21-24>45;21-33>30;21-40>29;24-33>27;24-40>26;33-40>14,30:2 37:2 45:2 7:1 13:1 14:1 16:1 26:1 27:1 29:1 35:1 43:1,3,30 37 45,0,0,30 37 45,,,0,0,,0
406,405,1 2 10 25 26 44,1-2>24;1-10>28;1-25>4;1-26>6;1-44>33;2-10>21;2-25>3;2-26>5;2-44>35;10-25>40;10-26>12;10-44>36;25-26>33;25-44>18;26-44>17,33:2 3:1 4:1 5:1 6:1 12:1 17:1 18:1 21:1 24:1 28:1 35:1 36:1 40:1,1,33,0,0,,,,0,,,0
407,406,7 12 21 24 27 36,7-12>17;7-21>5;7-24>11;7-27>2;7-36>38;12-21>15;12-24>6;12-27>42;12-36>33;21-24>45;21-27>39;21-36>6;24-27>33;24-36>18;27-36>30,6:2 33:2 2:1 5:1 11:1 15:1 17:1 18:1 30:1 38:1 39:1 42:1 45:1,2,6 33,0,2,,,,1,,,0
408,407,6 7 13 16 24 25,6-7>29;6-13>17;6-16>11;6-24>12;6-25>14;7-13>25;7-16>10;7-24>11;7-25>13;13-16>4;13-24>5;13-25>7;16-24>35;16-25>43;24-25>32,11:2 4:1 5:1 7:1 10:1 12:1 13:1 14:1 17:1 25:1 29:1 32:1 35:1 43:1,1,11,0,0,,,,0,,,0
409,408,9 20 21 22 30 37,9-20>1;9-21>3;9-22>5;9-30>6;9-37>41;20-21>43;20-22>36;20-30>40;20-37>24;21-22>44;21-30>33;21-37>23;22-30>41;22-37>7;30-37>29,41:2 1:1 3:1 5:1 6:1 7:1 23:1 24:1 29:1 33:1 36:1 40:1 43:1 44:1,1,41,0,2,,,,0,,,0
