round,date,k1,k2,k3,k4,k5,sales,price,sold_lines,source_file,source_sha256
681,20151219,6,37,1441,73062,1282079,63268253000,1000,63268253,api-0056.json,230ba62e6f538627cfe7c85abc3729cd9652c68dd9b98f8e7a27cf91ea662dbd
682,20151226,4,56,1851,87618,1464978,66757858000,1000,66757858,api-0056.json,230ba62e6f538627cfe7c85abc3729cd9652c68dd9b98f8e7a27cf91ea662dbd
683,20160102,16,45,2704,117974,1700964,71940091000,1000,71940091,api-0056.json,230ba62e6f538627cfe7c85abc3729cd9652c68dd9b98f8e7a27cf91ea662dbd
684,20160109,9,62,1968,98607,1623161,66623887000,1000,66623887,api-0056.json,230ba62e6f538627cfe7c85abc3729cd9652c68dd9b98f8e7a27cf91ea662dbd
685,20160116,11,52,1910,95302,1576169,69126675000,1000,69126675,api-0056.json,230ba62e6f538627cfe7c85abc3729cd9652c68dd9b98f8e7a27cf91ea662dbd
686,20160123,8,36,1863,91027,1483730,65274010000,1000,65274010,api-0056.json,230ba62e6f538627cfe7c85abc3729cd9652c68dd9b98f8e7a27cf91ea662dbd
687,20160130,6,38,1780,91404,1538380,68044669000,1000,68044669,api-0056.json,230ba62e6f538627cfe7c85abc3729cd9652c68dd9b98f8e7a27cf91ea662dbd
688,20160206,9,53,2107,97676,1610713,73095612000,1000,73095612,api-0055.json,6494ee6b0b056d6aed826a2964cf837693ead93d84f4dd5f9121f7cec28976df
689,20160213,7,44,1809,90296,1509073,67460147000,1000,67460147,api-0055.json,6494ee6b0b056d6aed826a2964cf837693ead93d84f4dd5f9121f7cec28976df
690,20160220,15,34,1772,87970,1528472,69142025000,1000,69142025,api-0055.json,6494ee6b0b056d6aed826a2964cf837693ead93d84f4dd5f9121f7cec28976df
691,20160227,6,31,1708,86063,1455528,68590328000,1000,68590328,api-0055.json,6494ee6b0b056d6aed826a2964cf837693ead93d84f4dd5f9121f7cec28976df
692,20160305,7,44,1770,87763,1465709,66390499000,1000,66390499,api-0055.json,6494ee6b0b056d6aed826a2964cf837693ead93d84f4dd5f9121f7cec28976df
693,20160312,10,43,1692,87017,1484420,67352935000,1000,67352935,api-0055.json,6494ee6b0b056d6aed826a2964cf837693ead93d84f4dd5f9121f7cec28976df
694,20160319,10,78,2286,102474,1581822,67533257000,1000,67533257,api-0055.json,6494ee6b0b056d6aed826a2964cf837693ead93d84f4dd5f9121f7cec28976df
695,20160326,11,66,1979,95436,1558885,67672085000,1000,67672085,api-0055.json,6494ee6b0b056d6aed826a2964cf837693ead93d84f4dd5f9121f7cec28976df
696,20160402,10,44,1721,90020,1501952,67542971000,1000,67542971,api-0055.json,6494ee6b0b056d6aed826a2964cf837693ead93d84f4dd5f9121f7cec28976df
697,20160409,10,90,1940,99698,1615786,66966141000,1000,66966141,api-0055.json,6494ee6b0b056d6aed826a2964cf837693ead93d84f4dd5f9121f7cec28976df
698,20160416,8,48,2088,97965,1550364,66283268000,1000,66283268,api-0054.json,ef7aa620a684cf3568c01e49f3dfa498d2e4ed9cfba5eca4efdbec5a17c31564
699,20160423,8,50,1799,90504,1512397,66743146000,1000,66743146,api-0054.json,ef7aa620a684cf3568c01e49f3dfa498d2e4ed9cfba5eca4efdbec5a17c31564
700,20160430,8,41,1562,82874,1414076,66846276000,1000,66846276,api-0054.json,ef7aa620a684cf3568c01e49f3dfa498d2e4ed9cfba5eca4efdbec5a17c31564
701,20160507,10,40,1659,81917,1404422,64454138000,1000,64454138,api-0054.json,ef7aa620a684cf3568c01e49f3dfa498d2e4ed9cfba5eca4efdbec5a17c31564
702,20160514,11,46,1819,88043,1443954,66219854000,1000,66219854,api-0054.json,ef7aa620a684cf3568c01e49f3dfa498d2e4ed9cfba5eca4efdbec5a17c31564
703,20160521,5,51,1719,84194,1416580,65728988000,1000,65728988,api-0054.json,ef7aa620a684cf3568c01e49f3dfa498d2e4ed9cfba5eca4efdbec5a17c31564
704,20160528,4,47,1906,95021,1519932,65930117000,1000,65930117,api-0054.json,ef7aa620a684cf3568c01e49f3dfa498d2e4ed9cfba5eca4efdbec5a17c31564
705,20160604,4,49,1805,87931,1453654,65859843000,1000,65859843,api-0054.json,ef7aa620a684cf3568c01e49f3dfa498d2e4ed9cfba5eca4efdbec5a17c31564
706,20160611,4,51,2108,95376,1531393,65723488000,1000,65723488,api-0054.json,ef7aa620a684cf3568c01e49f3dfa498d2e4ed9cfba5eca4efdbec5a17c31564
707,20160618,12,74,2006,94281,1507647,66813924000,1000,66813924,api-0054.json,ef7aa620a684cf3568c01e49f3dfa498d2e4ed9cfba5eca4efdbec5a17c31564
708,20160625,4,52,1712,86091,1446865,66806307000,1000,66806307,api-0053.json,00ffcef1d9243cc57904f2821a6250c53e64c42ded7f97bb91b7cf68c07c310e
709,20160702,14,44,1696,82305,1385853,65592504000,1000,65592504,api-0053.json,00ffcef1d9243cc57904f2821a6250c53e64c42ded7f97bb91b7cf68c07c310e
710,20160709,5,57,1990,102058,1627229,65083972000,1000,65083972,api-0053.json,00ffcef1d9243cc57904f2821a6250c53e64c42ded7f97bb91b7cf68c07c310e
711,20160716,7,44,1865,89898,1465123,66152746000,1000,66152746,api-0053.json,00ffcef1d9243cc57904f2821a6250c53e64c42ded7f97bb91b7cf68c07c310e
712,20160723,4,47,1727,86066,1449521,66136318000,1000,66136318,api-0053.json,00ffcef1d9243cc57904f2821a6250c53e64c42ded7f97bb91b7cf68c07c310e
713,20160730,9,50,1791,87920,1470125,64646552000,1000,64646552,api-0053.json,00ffcef1d9243cc57904f2821a6250c53e64c42ded7f97bb91b7cf68c07c310e
714,20160806,7,46,2029,96576,1551993,64099989000,1000,64099989,api-0053.json,00ffcef1d9243cc57904f2821a6250c53e64c42ded7f97bb91b7cf68c07c310e
715,20160813,6,61,1873,90747,1503174,65794607000,1000,65794607,api-0053.json,00ffcef1d9243cc57904f2821a6250c53e64c42ded7f97bb91b7cf68c07c310e
716,20160820,12,35,1743,88628,1469730,67040169000,1000,67040169,api-0053.json,00ffcef1d9243cc57904f2821a6250c53e64c42ded7f97bb91b7cf68c07c310e
717,20160827,6,47,1974,96836,1567530,68597839000,1000,68597839,api-0053.json,00ffcef1d9243cc57904f2821a6250c53e64c42ded7f97bb91b7cf68c07c310e
718,20160903,17,64,2404,114614,1595315,69400763000,1000,69400763,api-0052.json,2617c7542b53b0aca32f40234fa0f92fd9d3726cfc81e5021947d111e6fb37db
719,20160910,9,58,2020,99906,1627784,71378392000,1000,71378392,api-0052.json,2617c7542b53b0aca32f40234fa0f92fd9d3726cfc81e5021947d111e6fb37db
720,20160917,14,37,1778,88260,1505233,69939090000,1000,69939090,api-0052.json,2617c7542b53b0aca32f40234fa0f92fd9d3726cfc81e5021947d111e6fb37db
721,20160924,8,40,1607,84770,1464353,71627567000,1000,71627567,api-0052.json,2617c7542b53b0aca32f40234fa0f92fd9d3726cfc81e5021947d111e6fb37db
722,20161001,4,46,1688,84912,1439078,69446489000,1000,69446489,api-0052.json,2617c7542b53b0aca32f40234fa0f92fd9d3726cfc81e5021947d111e6fb37db
723,20161008,8,40,1777,85141,1412967,67750231000,1000,67750231,api-0052.json,2617c7542b53b0aca32f40234fa0f92fd9d3726cfc81e5021947d111e6fb37db
724,20161015,12,55,1833,90083,1528970,69987274000,1000,69987274,api-0052.json,2617c7542b53b0aca32f40234fa0f92fd9d3726cfc81e5021947d111e6fb37db
725,20161022,11,47,1795,88359,1504907,70208676000,1000,70208676,api-0052.json,2617c7542b53b0aca32f40234fa0f92fd9d3726cfc81e5021947d111e6fb37db
726,20161029,14,56,2099,96718,1556425,68799295000,1000,68799295,api-0052.json,2617c7542b53b0aca32f40234fa0f92fd9d3726cfc81e5021947d111e6fb37db
727,20161105,14,87,2064,99271,1600135,67559139000,1000,67559139,api-0052.json,2617c7542b53b0aca32f40234fa0f92fd9d3726cfc81e5021947d111e6fb37db
728,20161112,5,56,1869,94693,1559062,68306112000,1000,68306112,api-0051.json,d51ec287a22b7206a6e3dcd8c6159624100e503508d907e3612451f4ed121b78
729,20161119,4,35,1875,89560,1504682,68784161000,1000,68784161,api-0051.json,d51ec287a22b7206a6e3dcd8c6159624100e503508d907e3612451f4ed121b78
730,20161126,8,45,1741,88791,1501752,66934105000,1000,66934105,api-0051.json,d51ec287a22b7206a6e3dcd8c6159624100e503508d907e3612451f4ed121b78
731,20161203,7,45,1908,96083,1594258,69239673000,1000,69239673,api-0051.json,d51ec287a22b7206a6e3dcd8c6159624100e503508d907e3612451f4ed121b78
732,20161210,7,45,2061,104583,1705993,68645948000,1000,68645948,api-0051.json,d51ec287a22b7206a6e3dcd8c6159624100e503508d907e3612451f4ed121b78
733,20161217,4,57,1966,101369,1633952,69321488000,1000,69321488,api-0051.json,d51ec287a22b7206a6e3dcd8c6159624100e503508d907e3612451f4ed121b78
734,20161224,9,36,1758,92514,1542069,71457582000,1000,71457582,api-0051.json,d51ec287a22b7206a6e3dcd8c6159624100e503508d907e3612451f4ed121b78
735,20161231,10,50,2269,107013,1752740,77488209000,1000,77488209,api-0051.json,d51ec287a22b7206a6e3dcd8c6159624100e503508d907e3612451f4ed121b78
736,20170107,5,54,2250,107357,1747634,73510203000,1000,73510203,api-0051.json,d51ec287a22b7206a6e3dcd8c6159624100e503508d907e3612451f4ed121b78
737,20170114,4,48,1937,94183,1567166,70775944000,1000,70775944,api-0051.json,d51ec287a22b7206a6e3dcd8c6159624100e503508d907e3612451f4ed121b78
738,20170121,11,48,1640,88050,1502685,71768122000,1000,71768122,api-0050.json,3e6068ae4e96ae9ffbe32d51e1488e34a1cf890603678ed9b3061b84eccc0f4b
739,20170128,4,45,1942,101983,1719739,77999661000,1000,77999661,api-0050.json,3e6068ae4e96ae9ffbe32d51e1488e34a1cf890603678ed9b3061b84eccc0f4b
740,20170204,18,43,2447,115722,1864169,75186520000,1000,75186520,api-0050.json,3e6068ae4e96ae9ffbe32d51e1488e34a1cf890603678ed9b3061b84eccc0f4b
741,20170211,6,55,1829,95007,1619435,74392585000,1000,74392585,api-0050.json,3e6068ae4e96ae9ffbe32d51e1488e34a1cf890603678ed9b3061b84eccc0f4b
742,20170218,16,44,1986,98348,1658556,73857792000,1000,73857792,api-0050.json,3e6068ae4e96ae9ffbe32d51e1488e34a1cf890603678ed9b3061b84eccc0f4b
743,20170225,7,46,1982,91886,1555362,73436852000,1000,73436852,api-0050.json,3e6068ae4e96ae9ffbe32d51e1488e34a1cf890603678ed9b3061b84eccc0f4b
744,20170304,15,61,2779,109229,1636793,73507293000,1000,73507293,api-0050.json,3e6068ae4e96ae9ffbe32d51e1488e34a1cf890603678ed9b3061b84eccc0f4b
745,20170311,20,110,3692,141918,1955276,73575119000,1000,73575119,api-0050.json,3e6068ae4e96ae9ffbe32d51e1488e34a1cf890603678ed9b3061b84eccc0f4b
746,20170318,9,58,1904,94197,1589291,74239579000,1000,74239579,api-0050.json,3e6068ae4e96ae9ffbe32d51e1488e34a1cf890603678ed9b3061b84eccc0f4b
747,20170325,9,59,2217,105307,1713003,73337880000,1000,73337880,api-0050.json,3e6068ae4e96ae9ffbe32d51e1488e34a1cf890603678ed9b3061b84eccc0f4b
748,20170401,9,59,1937,99448,1652756,72750277000,1000,72750277,api-0049.json,40900624d6428e776dba76ea01ffd74aa91c4ff9986bed0093952e2c8bb99007
749,20170408,13,64,1985,95573,1589197,72252889000,1000,72252889,api-0049.json,40900624d6428e776dba76ea01ffd74aa91c4ff9986bed0093952e2c8bb99007
750,20170415,7,44,1779,93135,1585532,72248100000,1000,72248100,api-0049.json,40900624d6428e776dba76ea01ffd74aa91c4ff9986bed0093952e2c8bb99007
751,20170422,8,69,2210,102632,1651438,71534233000,1000,71534233,api-0049.json,40900624d6428e776dba76ea01ffd74aa91c4ff9986bed0093952e2c8bb99007
752,20170429,9,75,2036,102477,1646451,71600822000,1000,71600822,api-0049.json,40900624d6428e776dba76ea01ffd74aa91c4ff9986bed0093952e2c8bb99007
753,20170506,6,58,1934,97566,1578072,68915001000,1000,68915001,api-0049.json,40900624d6428e776dba76ea01ffd74aa91c4ff9986bed0093952e2c8bb99007
754,20170513,5,50,1856,93279,1573739,70765850000,1000,70765850,api-0049.json,40900624d6428e776dba76ea01ffd74aa91c4ff9986bed0093952e2c8bb99007
755,20170520,8,54,1845,89745,1508502,71300635000,1000,71300635,api-0049.json,40900624d6428e776dba76ea01ffd74aa91c4ff9986bed0093952e2c8bb99007
756,20170527,5,53,1866,94800,1598715,70992946000,1000,70992946,api-0049.json,40900624d6428e776dba76ea01ffd74aa91c4ff9986bed0093952e2c8bb99007
757,20170603,21,68,2657,117353,1788667,71053002000,1000,71053002,api-0049.json,40900624d6428e776dba76ea01ffd74aa91c4ff9986bed0093952e2c8bb99007
758,20170610,8,63,2170,106121,1680080,71764259000,1000,71764259,api-0048.json,c74a44cdba29bb459868656a8d486bda405990709112324f1249289289cc11c6
759,20170617,6,44,1761,88543,1525518,72632208000,1000,72632208,api-0048.json,c74a44cdba29bb459868656a8d486bda405990709112324f1249289289cc11c6
760,20170624,8,45,1749,89221,1520831,72200797000,1000,72200797,api-0048.json,c74a44cdba29bb459868656a8d486bda405990709112324f1249289289cc11c6
761,20170701,7,52,2139,101503,1660130,71415903000,1000,71415903,api-0048.json,c74a44cdba29bb459868656a8d486bda405990709112324f1249289289cc11c6
762,20170708,10,53,2044,103406,1671344,70558895000,1000,70558895,api-0048.json,c74a44cdba29bb459868656a8d486bda405990709112324f1249289289cc11c6
763,20170715,8,45,2019,94176,1562106,70652100000,1000,70652100,api-0048.json,c74a44cdba29bb459868656a8d486bda405990709112324f1249289289cc11c6
764,20170722,7,44,1908,90896,1530979,70318932000,1000,70318932,api-0048.json,c74a44cdba29bb459868656a8d486bda405990709112324f1249289289cc11c6
765,20170729,15,54,2121,101653,1643849,70972360000,1000,70972360,api-0048.json,c74a44cdba29bb459868656a8d486bda405990709112324f1249289289cc11c6
766,20170805,8,41,1734,85422,1458764,69500769000,1000,69500769,api-0048.json,c74a44cdba29bb459868656a8d486bda405990709112324f1249289289cc11c6
767,20170812,15,46,1905,92437,1549115,71285599000,1000,71285599,api-0048.json,c74a44cdba29bb459868656a8d486bda405990709112324f1249289289cc11c6
768,20170819,13,53,1849,93126,1572387,72306975000,1000,72306975,api-0047.json,97efacaa96b5794b0672619fadb540483ad47014b94ecc105b3c474f78d7f0cf
769,20170826,9,55,1962,99272,1660799,72873431000,1000,72873431,api-0047.json,97efacaa96b5794b0672619fadb540483ad47014b94ecc105b3c474f78d7f0cf
770,20170902,8,75,2302,108450,1717526,74166379000,1000,74166379,api-0047.json,97efacaa96b5794b0672619fadb540483ad47014b94ecc105b3c474f78d7f0cf
771,20170909,4,49,2054,102013,1680976,73545939000,1000,73545939,api-0047.json,97efacaa96b5794b0672619fadb540483ad47014b94ecc105b3c474f78d7f0cf
772,20170916,10,53,2027,103023,1688350,74375369000,1000,74375369,api-0047.json,97efacaa96b5794b0672619fadb540483ad47014b94ecc105b3c474f78d7f0cf
773,20170923,11,58,2094,104474,1690404,74560597000,1000,74560597,api-0047.json,97efacaa96b5794b0672619fadb540483ad47014b94ecc105b3c474f78d7f0cf
774,20170930,11,60,1956,101524,1704279,77347021000,1000,77347021,api-0047.json,97efacaa96b5794b0672619fadb540483ad47014b94ecc105b3c474f78d7f0cf
775,20171007,5,37,1719,91297,1539325,70795452000,1000,70795452,api-0047.json,97efacaa96b5794b0672619fadb540483ad47014b94ecc105b3c474f78d7f0cf
776,20171014,7,50,2001,102081,1687650,74826082000,1000,74826082,api-0047.json,97efacaa96b5794b0672619fadb540483ad47014b94ecc105b3c474f78d7f0cf
777,20171021,21,66,2413,111938,1766635,75534360000,1000,75534360,api-0047.json,97efacaa96b5794b0672619fadb540483ad47014b94ecc105b3c474f78d7f0cf
778,20171028,3,67,1731,92126,1575045,75075606000,1000,75075606,api-0046.json,47f34e70088d8119a44ce5d6d11a78183031ba3fa76cf638b8ddc797bcebc956
779,20171104,11,66,2503,114464,1751447,73773676000,1000,73773676,api-0046.json,47f34e70088d8119a44ce5d6d11a78183031ba3fa76cf638b8ddc797bcebc956
780,20171111,11,45,1681,92630,1605516,74232084000,1000,74232084,api-0046.json,47f34e70088d8119a44ce5d6d11a78183031ba3fa76cf638b8ddc797bcebc956
781,20171118,9,52,1967,102959,1699786,72483157000,1000,72483157,api-0046.json,47f34e70088d8119a44ce5d6d11a78183031ba3fa76cf638b8ddc797bcebc956
782,20171125,9,49,2047,96821,1585617,72253973000,1000,72253973,api-0046.json,47f34e70088d8119a44ce5d6d11a78183031ba3fa76cf638b8ddc797bcebc956
783,20171202,4,36,1869,90899,1532640,73525256000,1000,73525256,api-0046.json,47f34e70088d8119a44ce5d6d11a78183031ba3fa76cf638b8ddc797bcebc956
784,20171209,9,51,2257,115089,1699421,74311382000,1000,74311382,api-0046.json,47f34e70088d8119a44ce5d6d11a78183031ba3fa76cf638b8ddc797bcebc956
785,20171216,6,55,1972,100062,1678240,72974563000,1000,72974563,api-0046.json,47f34e70088d8119a44ce5d6d11a78183031ba3fa76cf638b8ddc797bcebc956
786,20171223,4,96,2064,103000,1708226,75930156000,1000,75930156,api-0046.json,47f34e70088d8119a44ce5d6d11a78183031ba3fa76cf638b8ddc797bcebc956
787,20171230,6,51,2339,114842,1863599,79593923000,1000,79593923,api-0046.json,47f34e70088d8119a44ce5d6d11a78183031ba3fa76cf638b8ddc797bcebc956
788,20180106,13,70,2257,112504,1828701,78121882000,1000,78121882,api-0045.json,e0473291cbd41fe7d8188a203ca7606530973b5e66c8bff0bc68dd8e163f5884
789,20180113,15,70,2437,118089,1868863,76136603000,1000,76136603,api-0045.json,e0473291cbd41fe7d8188a203ca7606530973b5e66c8bff0bc68dd8e163f5884
790,20180120,16,59,2417,113336,1812992,78978881000,1000,78978881,api-0045.json,e0473291cbd41fe7d8188a203ca7606530973b5e66c8bff0bc68dd8e163f5884
791,20180127,14,38,2410,102931,1713102,74205844000,1000,74205844,api-0045.json,e0473291cbd41fe7d8188a203ca7606530973b5e66c8bff0bc68dd8e163f5884
792,20180203,7,65,1958,99185,1684675,76339003000,1000,76339003,api-0045.json,e0473291cbd41fe7d8188a203ca7606530973b5e66c8bff0bc68dd8e163f5884
793,20180210,5,61,2043,98216,1635392,76177477000,1000,76177477,api-0045.json,e0473291cbd41fe7d8188a203ca7606530973b5e66c8bff0bc68dd8e163f5884
794,20180217,7,45,2607,116809,1877646,79941579000,1000,79941579,api-0045.json,e0473291cbd41fe7d8188a203ca7606530973b5e66c8bff0bc68dd8e163f5884
795,20180224,11,62,2423,111043,1825105,79661342000,1000,79661342,api-0045.json,e0473291cbd41fe7d8188a203ca7606530973b5e66c8bff0bc68dd8e163f5884
796,20180303,7,46,1921,96701,1643069,77685943000,1000,77685943,api-0045.json,e0473291cbd41fe7d8188a203ca7606530973b5e66c8bff0bc68dd8e163f5884
797,20180310,8,34,1868,97900,1641334,77339940000,1000,77339940,api-0045.json,e0473291cbd41fe7d8188a203ca7606530973b5e66c8bff0bc68dd8e163f5884
798,20180317,7,60,2124,98988,1653851,77038759000,1000,77038759,api-0044.json,1b954540474b36df35ba5a80e4ffd31a19fa29f81a6e14830f671a8d05c3b4e6
799,20180324,10,56,2242,107519,1725236,76708986000,1000,76708986,api-0044.json,1b954540474b36df35ba5a80e4ffd31a19fa29f81a6e14830f671a8d05c3b4e6
800,20180331,11,51,2179,110956,1801924,76994062000,1000,76994062,api-0044.json,1b954540474b36df35ba5a80e4ffd31a19fa29f81a6e14830f671a8d05c3b4e6
801,20180407,8,51,1999,97006,1618941,74034792000,1000,74034792,api-0044.json,1b954540474b36df35ba5a80e4ffd31a19fa29f81a6e14830f671a8d05c3b4e6
802,20180414,16,67,2207,107980,1814300,75146781000,1000,75146781,api-0044.json,1b954540474b36df35ba5a80e4ffd31a19fa29f81a6e14830f671a8d05c3b4e6
803,20180421,5,50,2094,102413,1657869,75670793000,1000,75670793,api-0044.json,1b954540474b36df35ba5a80e4ffd31a19fa29f81a6e14830f671a8d05c3b4e6
804,20180428,11,49,2048,100907,1659443,74557028000,1000,74557028,api-0044.json,1b954540474b36df35ba5a80e4ffd31a19fa29f81a6e14830f671a8d05c3b4e6
805,20180505,4,53,2075,105602,1700112,73065981000,1000,73065981,api-0044.json,1b954540474b36df35ba5a80e4ffd31a19fa29f81a6e14830f671a8d05c3b4e6
806,20180512,7,57,1850,91180,1561838,74030583000,1000,74030583,api-0044.json,1b954540474b36df35ba5a80e4ffd31a19fa29f81a6e14830f671a8d05c3b4e6
807,20180519,7,59,2319,108300,1749855,73831580000,1000,73831580,api-0044.json,1b954540474b36df35ba5a80e4ffd31a19fa29f81a6e14830f671a8d05c3b4e6
808,20180526,6,46,1962,95319,1597761,74911438000,1000,74911438,api-0043.json,197e8132f53eeac90990789c42d2b3f57d4ca07663da3b72c1e680d20571afa9
809,20180602,6,56,2179,104350,1703714,74214104000,1000,74214104,api-0043.json,197e8132f53eeac90990789c42d2b3f57d4ca07663da3b72c1e680d20571afa9
810,20180609,8,64,2053,100608,1672013,74388355000,1000,74388355,api-0043.json,197e8132f53eeac90990789c42d2b3f57d4ca07663da3b72c1e680d20571afa9
811,20180616,7,49,2151,104155,1703788,74570813000,1000,74570813,api-0043.json,197e8132f53eeac90990789c42d2b3f57d4ca07663da3b72c1e680d20571afa9
812,20180623,6,68,1976,100498,1693074,74147816000,1000,74147816,api-0043.json,197e8132f53eeac90990789c42d2b3f57d4ca07663da3b72c1e680d20571afa9
813,20180630,4,43,1800,89323,1548384,73394947000,1000,73394947,api-0043.json,197e8132f53eeac90990789c42d2b3f57d4ca07663da3b72c1e680d20571afa9
814,20180707,6,52,1833,93837,1585777,74316543000,1000,74316543,api-0043.json,197e8132f53eeac90990789c42d2b3f57d4ca07663da3b72c1e680d20571afa9
815,20180714,7,39,1703,92977,1596140,73416400000,1000,73416400,api-0043.json,197e8132f53eeac90990789c42d2b3f57d4ca07663da3b72c1e680d20571afa9
816,20180721,8,67,2064,102402,1675799,72397826000,1000,72397826,api-0043.json,197e8132f53eeac90990789c42d2b3f57d4ca07663da3b72c1e680d20571afa9
817,20180728,9,54,2068,105276,1718171,72552766000,1000,72552766,api-0043.json,197e8132f53eeac90990789c42d2b3f57d4ca07663da3b72c1e680d20571afa9
818,20180804,13,39,1845,90205,1490497,71793353000,1000,71793353,api-0042.json,516b054415c004052f86755bff5bfd2363268dd7b173848b009277e823ac50f1
819,20180811,7,49,1981,97667,1638089,74578907000,1000,74578907,api-0042.json,516b054415c004052f86755bff5bfd2363268dd7b173848b009277e823ac50f1
820,20180818,4,60,1987,99433,1644326,75744571000,1000,75744571,api-0042.json,516b054415c004052f86755bff5bfd2363268dd7b173848b009277e823ac50f1
821,20180825,14,55,2100,101082,1687355,76118239000,1000,76118239,api-0042.json,516b054415c004052f86755bff5bfd2363268dd7b173848b009277e823ac50f1
822,20180901,3,79,2153,108789,1735565,75681739000,1000,75681739,api-0042.json,516b054415c004052f86755bff5bfd2363268dd7b173848b009277e823ac50f1
823,20180908,9,61,2348,112065,1795737,77400124000,1000,77400124,api-0042.json,516b054415c004052f86755bff5bfd2363268dd7b173848b009277e823ac50f1
824,20180915,15,51,2106,105359,1745566,78257422000,1000,78257422,api-0042.json,516b054415c004052f86755bff5bfd2363268dd7b173848b009277e823ac50f1
825,20180922,12,53,2249,113070,1850484,82890578000,1000,82890578,api-0042.json,516b054415c004052f86755bff5bfd2363268dd7b173848b009277e823ac50f1
826,20180929,9,47,2232,108626,1755153,78218740000,1000,78218740,api-0042.json,516b054415c004052f86755bff5bfd2363268dd7b173848b009277e823ac50f1
827,20181006,15,46,2113,106164,1761371,76490125000,1000,76490125,api-0042.json,516b054415c004052f86755bff5bfd2363268dd7b173848b009277e823ac50f1
828,20181013,13,62,1968,100644,1704198,77552827000,1000,77552827,api-0041.json,376eb0bc056e173cfe1e54cdf5a66284a7209bc0a31a011d7681d747af5a63a1
829,20181020,8,45,1837,94679,1637836,77998807000,1000,77998807,api-0041.json,376eb0bc056e173cfe1e54cdf5a66284a7209bc0a31a011d7681d747af5a63a1
830,20181027,9,80,2142,106206,1764071,77714000000,1000,77714000,api-0041.json,376eb0bc056e173cfe1e54cdf5a66284a7209bc0a31a011d7681d747af5a63a1
831,20181103,16,61,2660,117332,1849959,77622753000,1000,77622753,api-0041.json,376eb0bc056e173cfe1e54cdf5a66284a7209bc0a31a011d7681d747af5a63a1
832,20181110,9,60,2137,102312,1706379,77411900000,1000,77411900,api-0041.json,376eb0bc056e173cfe1e54cdf5a66284a7209bc0a31a011d7681d747af5a63a1
833,20181117,8,53,1945,103152,1715510,77738402000,1000,77738402,api-0041.json,376eb0bc056e173cfe1e54cdf5a66284a7209bc0a31a011d7681d747af5a63a1
834,20181124,11,47,1967,99132,1643491,75941791000,1000,75941791,api-0041.json,376eb0bc056e173cfe1e54cdf5a66284a7209bc0a31a011d7681d747af5a63a1
835,20181201,15,58,2306,106763,1767089,77694435000,1000,77694435,api-0041.json,376eb0bc056e173cfe1e54cdf5a66284a7209bc0a31a011d7681d747af5a63a1
836,20181208,14,62,2230,103846,1719260,74536697000,1000,74536697,api-0041.json,376eb0bc056e173cfe1e54cdf5a66284a7209bc0a31a011d7681d747af5a63a1
837,20181215,6,47,2012,97334,1656959,76614176000,1000,76614176,api-0041.json,376eb0bc056e173cfe1e54cdf5a66284a7209bc0a31a011d7681d747af5a63a1
838,20181222,5,68,2220,107897,1777501,79414484000,1000,79414484,api-0040.json,6b0c2797a0d7ee370091d3979bab9e9765b15a860aa4601ad680735bd2fcccf8
839,20181229,13,48,2664,126227,1946924,79219710000,1000,79219710,api-0040.json,6b0c2797a0d7ee370091d3979bab9e9765b15a860aa4601ad680735bd2fcccf8
840,20190105,10,51,2275,110586,1852019,84057771000,1000,84057771,api-0040.json,6b0c2797a0d7ee370091d3979bab9e9765b15a860aa4601ad680735bd2fcccf8
841,20190112,17,88,2490,119648,1901965,81580789000,1000,81580789,api-0040.json,6b0c2797a0d7ee370091d3979bab9e9765b15a860aa4601ad680735bd2fcccf8
842,20190119,10,42,2039,103190,1735911,81957444000,1000,81957444,api-0040.json,6b0c2797a0d7ee370091d3979bab9e9765b15a860aa4601ad680735bd2fcccf8
843,20190126,5,52,2002,105717,1777953,81857498000,1000,81857498,api-0040.json,6b0c2797a0d7ee370091d3979bab9e9765b15a860aa4601ad680735bd2fcccf8
844,20190202,18,73,2406,120078,1997556,87805610000,1000,87805610,api-0040.json,6b0c2797a0d7ee370091d3979bab9e9765b15a860aa4601ad680735bd2fcccf8
845,20190209,11,56,2038,105790,1782933,83884034000,1000,83884034,api-0040.json,6b0c2797a0d7ee370091d3979bab9e9765b15a860aa4601ad680735bd2fcccf8
846,20190216,13,69,1997,106009,1797728,83936839000,1000,83936839,api-0040.json,6b0c2797a0d7ee370091d3979bab9e9765b15a860aa4601ad680735bd2fcccf8
847,20190223,8,40,2443,114324,1857205,83782512000,1000,83782512,api-0040.json,6b0c2797a0d7ee370091d3979bab9e9765b15a860aa4601ad680735bd2fcccf8
848,20190302,7,42,2109,103845,1792259,84523266000,1000,84523266,api-0039.json,e6244e52d227ea8453cf264274fb33ed77a42b35cde17593e81f43e01f031f60
849,20190309,17,56,2682,113125,1851371,82333674000,1000,82333674,api-0039.json,e6244e52d227ea8453cf264274fb33ed77a42b35cde17593e81f43e01f031f60
850,20190316,6,55,2023,101591,1727367,81474176000,1000,81474176,api-0039.json,e6244e52d227ea8453cf264274fb33ed77a42b35cde17593e81f43e01f031f60
851,20190323,8,70,2101,106132,1750048,81099116000,1000,81099116,api-0039.json,e6244e52d227ea8453cf264274fb33ed77a42b35cde17593e81f43e01f031f60
